gene_name,F_pval,highly_variable_rank,on_ratio
XBP1,9.082594101474249e-13,1314.0,0.6903409090909091
EWSR1,3.38985996618457e-10,2170.0,0.6704545454545454
MCM5,1.737347622846033e-07,56.0,0.16477272727272727
LGALS1,3.491432828570987e-08,55.0,0.7528409090909091
APOBEC3C,3.891920127142922e-15,,1.0
DESI1,1.070656022250705e-08,,0.1590909090909091
EOMES,1.0737902626022583e-17,1889.0,0.32954545454545453
CMTM6,7.603924511432883e-11,2491.0,0.7272727272727273
CTNNB1,1.5127077870477474e-10,,0.9829545454545454
CXCR6,1.818975938543061e-40,93.0,0.6193181818181818
CCR1,9.283871761275285e-08,862.0,0.21306818181818182
CCR2,1.1357878062724092e-16,64.0,0.19602272727272727
RAD54L2,3.667451413068229e-07,2847.0,0.3181818181818182
C3orf14,5.506374434626076e-11,6734.0,0.2159090909090909
CLDND1,1.2014392089301184e-16,1299.0,0.9176136363636364
RPL38P4,3.9306530856510256e-21,,0.13636363636363635
GPR15,9.53039461088927e-36,1988.0,0.25
CD200R1,5.558901708939389e-20,30.0,0.125
GOLIM4,7.972849173037627e-10,,0.9232954545454546
SKIL,6.998352319196411e-14,,0.4744318181818182
CCDC50,8.950967367637151e-14,,0.07386363636363637
LYAR,6.652877103034246e-09,,0.26136363636363635
CD38,6.368475284037713e-08,5122.0,0.26988636363636365
APBB2,7.051077521839028e-07,,0.375
GZMK,4.916706683118647e-10,5873.0,0.05113636363636364
GZMA,1.717910650076664e-15,2190.0,0.9090909090909091
CSF2,5.13996106093733e-07,3.0,0.3096590909090909
SPOCK1,5.1501895737630884e-11,2189.0,0.22443181818181818
CD74,1.3226181493869468e-25,59.0,0.9715909090909091
TIMD4,6.301629528781624e-36,2761.0,0.29829545454545453
ADAM19,6.003591872246148e-11,703.0,0.84375
HNRNPH1,5.7000832470706816e-11,,1.0
SOX4,2.7621465386455814e-09,25.0,0.11647727272727272
HLA-G,1.1626614632564817e-08,,0.3778409090909091
HLA-H,7.809207613410904e-07,,0.3806818181818182
HLA-B,4.774249441170555e-10,,0.9801136363636364
LTA,2.338145370622049e-12,126.0,0.26988636363636365
LTB,7.413223176936838e-18,52.0,0.9886363636363636
NCR3,2.243796639956318e-12,3104.0,0.39204545454545453
HLA-DRA,1.4733511545368125e-11,33.0,0.32386363636363635
HLA-DRB5,4.5112995038866846e-21,444.0,0.41761363636363635
HLA-DRB6,1.6424719545679665e-13,,0.1278409090909091
HLA-DRB1,1.6092047179861012e-10,70.0,0.48295454545454547
HLA-DQB1,4.755457697362811e-13,,0.34375
HLA-DMA,9.768276508512739e-15,2746.0,0.5227272727272727
HLA-DPA1,7.23737439230222e-13,104.0,0.3494318181818182
HLA-DPB1,1.8411498845479924e-07,1200.0,0.29829545454545453
CDKN1A,4.5699355441053294e-11,112.0,0.1875
CCND3,1.5342187565944414e-07,2887.0,0.3181818181818182
SUPT3H,6.284064311382824e-09,,0.5681818181818182
RUNX2,1.714967549248387e-08,5894.0,0.23295454545454544
PRDM1,6.057206128526986e-07,4908.0,0.90625
THEMIS,7.245049950463591e-07,3544.0,0.3693181818181818
SAMD3,1.3168307481922323e-27,1305.0,0.23295454545454544
SGK1,2.474482901005527e-12,260.0,0.2528409090909091
PDE7B,6.836389914450684e-16,1174.0,0.15056818181818182
PDGFA,5.468049285233913e-24,,0.3664772727272727
ACTB,6.980958576675493e-22,1388.0,1.0
AOAH,2.460367706593675e-16,1349.0,0.2215909090909091
LAT2,8.935217611588701e-13,2223.0,0.16761363636363635
STEAP1,1.1197457872585719e-12,,0.10227272727272728
SRRT,1.6653597400674264e-17,281.0,0.22443181818181818
NAMPT,2.8822002603899037e-08,6988.0,0.38636363636363635
LRRN3,4.090514285161513e-15,1126.0,0.5028409090909091
GIMAP7,4.983843132946977e-14,4770.0,0.7414772727272727
GIMAP4,1.9406806407250194e-23,2530.0,0.6534090909090909
DOCK5,2.3231988759552912e-23,,0.30113636363636365
DPYSL2,8.318869116725434e-08,4815.0,0.4943181818181818
MCM4,6.278197004784901e-08,67.0,0.11931818181818182
RDH10,5.202719758534224e-16,217.0,0.7244318181818182
RNF19A,7.3756744672912245e-09,2392.0,0.5994318181818182
UBA52P5,7.251517601633899e-15,,0.14204545454545456
LINC00861,6.782923525587636e-10,,0.1846590909090909
SLA,2.826312924036046e-10,39.0,0.6335227272727273
LY6E,3.90167070251689e-09,1477.0,0.7556818181818182
CDKN2B,2.1471014815005757e-09,2645.0,0.23579545454545456
ANXA2P2,1.1407078371797073e-08,,0.11647727272727272
SIT1,5.756055982715432e-12,2884.0,0.5511363636363636
ANXA1,3.816225730161418e-38,63.0,0.4090909090909091
CTSL,9.440217302139787e-12,1120.0,0.07102272727272728
RP11-217O12.1,1.8145346546939495e-26,,0.9914772727272727
TNFSF8,4.196922078087663e-08,576.0,0.17329545454545456
TMSB4XP4,3.1201425423748196e-07,198.0,0.9829545454545454
CLIC3,4.072982574611338e-09,3753.0,0.11647727272727272
MT-TF,1.162774109187063e-09,,0.8409090909090909
MT-RNR2,1.8428579262634444e-08,,1.0
MT-TI,5.563058978873931e-12,,0.22727272727272727
MT-TM,4.5263198200541115e-07,,0.7329545454545454
MT-TN,2.5530961887860152e-23,,0.5909090909090909
MT-TC,1.1091917202762389e-08,,0.9801136363636364
MT-CO2,6.2140258422076246e-12,,1.0
MT-TG,4.932462290575563e-11,,0.30113636363636365
MT-TR,1.638548610984905e-07,,0.3125
MT-ND4L,8.885441338050805e-12,,1.0
MT-ND4,8.00691057081307e-09,,1.0
MT-TH,4.695113398750877e-10,,0.7073863636363636
MT-ND5,2.4408230757750907e-08,,0.9914772727272727
MT-TE,1.2937186660315655e-13,,0.9971590909090909
MT-CYB,1.2739986843791523e-13,,1.0
CXCR3,1.2871661308691672e-12,601.0,0.2727272727272727
ITM2A,1.2006059846670512e-11,1204.0,0.7528409090909091
PLS3-1,1.667508238557094e-54,94.0,0.16477272727272727
CD40LG,1.1468321999032767e-21,192.0,0.13352272727272727
FTH1P8-1,5.610779208985234e-07,,0.07670454545454546
AC010970.2,4.2362935752760166e-43,,1.0
