gene_name,F_pval,highly_variable_rank,on_ratio
XBP1,4.379526600544884e-13,897.0,0.6883852691218131
APOBEC3C,5.479356924044017e-15,,1.0
EOMES,7.675625816726617e-18,1541.0,0.3286118980169972
CX3CR1,7.105951143576472e-22,313.0,0.0453257790368272
CXCR6,4.639945011039781e-40,180.0,0.6175637393767706
CCR2,1.6962707710108383e-16,135.0,0.1954674220963173
CLDND1,4.05320725979743e-16,947.0,0.9150141643059491
RPL38P4,3.447431332968961e-21,,0.1359773371104816
GPR15,1.1482677480226578e-35,1645.0,0.24929178470254956
CD200R1,4.6786256489835405e-20,56.0,0.12464589235127478
HPGDS,1.5303006787438278e-22,2064.0,0.042492917847025496
GZMA,1.5815459540915868e-15,1794.0,0.9093484419263456
ACTBP2,5.654554060367044e-18,,0.0113314447592068
CD74,9.193978957276079e-26,148.0,0.9716713881019831
TIMD4,7.323016904011932e-36,2118.0,0.29745042492917845
LTB,5.97761317227281e-18,153.0,0.9886685552407932
HLA-DRB5,3.453732747842911e-21,424.0,0.4164305949008499
HLA-DQB1,5.389412567077481e-13,,0.34277620396600567
HLA-DMA,2.2046538148149125e-14,1615.0,0.5212464589235127
HLA-DPA1,5.171537990740532e-13,184.0,0.34844192634560905
NT5E,1.5131248353889225e-14,2562.0,0.053824362606232294
SAMD3,1.0353749216245583e-27,1120.0,0.23229461756373937
PDE7B,5.839925811953443e-16,1034.0,0.1501416430594901
PDGFA,4.119913543429285e-24,5655.0,0.3654390934844193
ACTB,4.024903657251919e-21,1536.0,1.0
HDAC9,1.1520914414268781e-14,4021.0,0.05099150141643059
AOAH,1.9362930620210022e-16,1154.0,0.22096317280453256
LAT2,7.519451330319471e-13,1822.0,0.1671388101983003
STEAP1,9.765660751135702e-13,5498.0,0.10198300283286119
SRRT,1.4462205413426835e-17,432.0,0.2237960339943343
LRRN3,4.761168827097516e-15,764.0,0.5014164305949008
GIMAP7,6.374786886437827e-14,2809.0,0.7422096317280453
GIMAP4,3.169216583576896e-23,1575.0,0.6543909348441926
DOCK5,1.5608421458128722e-23,,0.3002832861189802
RDH10,5.070506153300387e-16,303.0,0.7252124645892352
UBA52P5,7.253005420454856e-15,2429.0,0.141643059490085
ANXA1,7.395435441802533e-38,109.0,0.40793201133144474
RP11-217O12.1,1.1299891359583128e-26,,0.9915014164305949
MT-TN,2.5188592209469184e-23,,0.5949008498583569
MT-TE,1.1954180177331925e-13,,0.9971671388101983
MT-CYB,6.085930734136758e-14,,1.0
PLS3-1,9.938206883094016e-55,221.0,0.1643059490084986
CD40LG,9.197489534909505e-22,365.0,0.13314447592067988
AC010970.2,2.151594431784171e-43,,1.0
