gene_name,pval
LAYN,7.591143042252093e-05
CD8BP,7.634549867689722e-05
PTTG1,7.807102498954173e-05
ZC3H4,8.085584974926929e-05
LGALS1,8.256244621297789e-05
GAPDH,8.330774317000009e-05
FUT8,8.378857432448773e-05
UBL5,8.420431897491176e-05
SRGN,8.493820791216004e-05
CTSH,8.688232551919542e-05
ABHD3,8.720999619207906e-05
IL4,9.38540287806765e-05
MTATP6P1,9.61546821701676e-05
MYL6,9.61832592602821e-05
S100A4,9.659178640563561e-05
DNAJC19,9.706812576378772e-05
AC010970.2,0.00010002611460872931
SIRPG,0.00010224600198083807
FLOT1,0.0001045780910912157
CTD-2035E11.3,0.00010851581007451588
CASC4,0.00010920669333718137
EMC7,0.00011004988943759105
PPHLN1,0.00011096015513135864
CCNL1,0.00011236482911415943
PMPCB,0.0001156681628478735
SLFN12L,0.00011724594354560103
CXCR4,0.00011862589561736778
GPR171,0.0001224574098834947
HNRNPH1,0.00012349596693619251
KIAA0319L,0.00012360012187762054
RP11-493L12.5,0.00012462582286406842
CCT7,0.0001254020710273946
PRR13,0.00012788023152176801
ENPP6,0.00012824340983971007
UPF3B,0.00012894478807201265
ATG5,0.00013241370526819726
PPWD1,0.00013471236393036658
GOLGA8A,0.0001351151685379601
RBFA,0.00013576131298886953
MED4,0.00013608126723676587
LRRN3,0.00013840268382903092
PTPN7,0.00013847955362407608
RPS27L,0.0001420000261995415
NOP10,0.00014517588879838742
FAM13A-AS1,0.00014673008908693656
TNFAIP3,0.00014761428152723147
DNAJB11,0.00014774594343888706
RNF213,0.0001487274205093623
TPD52,0.00015457360920237732
ZC2HC1A,0.00015882315211833702
TXNDC11,0.00016040112964501105
CRK,0.00016332842562112834
PEBP1,0.0001640186585040204
ITGB1,0.00016570772554460532
BECN1,0.00016644965748057513
SAMSN1,0.00016863338928044505
PIK3R1,0.00016934878713432882
FTLP3,0.00017497603636043707
AMICA1,0.00017616408855959613
ANKRD44,0.00017833668755276038
CERKL,0.00017989567177491777
RNF19A,0.0001804923261720666
TUBA1C,0.0001816633832689851
CD79B,0.00019186325353103876
IFI44L,0.00019321205495209494
ETV7,0.00019328969036425095
EXOSC6,0.00019870917143242957
CLASP1,0.00020235878637923812
AC073046.25,0.00021039726844698691
DDAH2,0.00021315585032591081
CCDC66,0.00021355313374853916
BDP1,0.00021393190502453326
MICU1,0.000216448934442489
SEC61B,0.00021863270360168824
APPL1,0.00022030740773217194
RAD23A,0.00022327476234035263
CSF2,0.0002428162397012245
SH3GL1,0.0002444100667825761
ISG20,0.0002446819509619947
DDX39A,0.0002456822617181125
MOSPD3,0.00025038634266141114
ZNF624,0.0002509432440628941
C12orf75,0.0002519690349889028
PDIA6,0.0002529290973952584
TNFSF13B,0.00025446812870755106
PSMD14,0.0002590285455734499
MT-CO2,0.00026244341448794853
CD63,0.00027179215067244823
COL5A2,0.0002765719381851068
CETN3,0.00027756054311435616
UBE2M,0.0002946628475972484
RPLP1,0.0002954302443527872
PLEKHA5,0.0002990191234744806
UXT,0.00029937315377369627
INTS4,0.00030291152799045545
TFCP2,0.00030755447120092277
FAM114A2,0.00030787493149295094
MT-CYB,0.0003123381167007379
EOMES,0.00031396178324255894
ACTN1,0.00031535875074236764
KRT7,0.0003168118798238744
GPX1,0.00031780339381869377
NUDT6,0.00031783735343540444
AK9,0.00031906512250204746
SMG5,0.000328203013759943
RPL23A,0.00033553137166943765
MT-ND5,0.0003374579092684827
TPM3,0.0003661446280197616
KLRC2,0.00036625809214787944
SAP130,0.00036844036086834274
PDE9A,0.000370294051436794
CAPG,0.0003711018445656521
WNK1,0.00037186112925217696
NCF1B,0.00037283367561574606
TAPBP,0.000378573479826909
ENTPD1,0.0003853118272839619
PJA2,0.0003876111388037779
CTSW,0.00039140507660012197
SLC35A5,0.0003937404632733331
AFAP1L2,0.00039447251718281045
LBH,0.0003972327301008514
DDX47,0.0004021759362989556
IDH2,0.0004058977272567456
CALR,0.0004121393230691984
HLA-DPB1,0.00041356906874102245
CLEC7A,0.0004173612856795425
LTB,0.00042851986280986173
FICD,0.00042944202801350106
UGP2,0.0004345903078487679
CDK6,0.00043940526234519095
ABT1,0.00044029156610519087
CTSA,0.00044407097203269833
CD109,0.00044625026139533927
ARID5B,0.0004482142940636592
SSR2,0.0004488959618507167
RP11-465B22.3,0.00044930995815139433
CTDSP1,0.000456085567428363
GBA,0.0004817376781362068
GSTM2,0.00048620897900536947
ARL4A,0.0004910187992046482
SNRPGP10,0.0004921882907470132
SRRT,0.0004988381608134284
C9orf89,0.0005007900438432015
PLEK,0.0005030573505735563
ERO1L,0.0005069857672425516
AC006978.6,0.0005299788502656678
CHN2,0.0005329801114135201
PLXNC1,0.000537949147883135
SETD3,0.0005380358557456401
RPS20,0.0005384073751548373
CRIP1,0.0005488250553374822
STOM,0.0005543165874370067
HLA-DRB6,0.0005546186162785166
FBXO25,0.0005600447704520765
S100A6,0.0005648756867016383
C1orf174,0.0005684924485214337
TOR1A,0.0005695219044023245
CTD-2035E11.5,0.0005733762476862954
PAN3,0.0005961572884262352
TUBA4A,0.0006005472331594803
TCTEX1D2,0.0006150979333805712
TCP1,0.0006177832302136268
CHD1,0.0006217812281533527
TMEM9B,0.0006269429455231762
DCTN3,0.000633190552609289
RPL7P9,0.000640163299262124
ZNF100,0.000644974817069739
TBPL1,0.0006577512933283736
BCL2L13,0.0006645200042714596
CLECL1,0.0006701287299819398
UPP1,0.0006712215930374123
NIT2,0.0006747700586002983
QSOX1,0.0006749195135463909
TPM3P6,0.0006787680853812569
ISOC1,0.0006843285034247675
C17orf75,0.0006953972721005953
SET,0.0007040827963325013
EIF4E,0.0007094054947235895
SLC33A1,0.0007112946851212059
AC017002.1,0.0007130141237652648
FKBP15,0.0007351847247713501
MRPL28,0.0007361031933446338
HSPE1P25,0.0007533474390960405
ZNF292,0.0007674641963644806
CLK3,0.0007813243920855796
PHPT1,0.00079687655601654
SATB1,0.0008003771693402038
ZNF511,0.000802808870851855
WIPF2,0.0008062448127490348
SCRN3,0.0008130796130607793
STYXL1,0.0008151524155995008
RP11-553K8.5,0.0008338802663284023
DBF4,0.0008347111973396896
CIRH1A,0.0008597277945444214
PDIA3,0.0008614709331488889
CAP1,0.0008615832204710223
ACO2,0.0008621503433478085
SLA2,0.0008633770156038783
RCAN2,0.0008692732872787885
H3F3B,0.0008810425531553049
FAM104A,0.0008864137082838067
SNRNP40,0.0009077214627175601
SOX4,0.0009271301394830725
PGAP2,0.0009312677745418905
PIEZO1,0.0009316848800356258
KDM5A,0.000937669678553561
NTAN1,0.0009407815260992422
IFI27,0.0009451164976909778
PLCL2,0.000957360018978495
SEC62,0.0009612245779525539
PRDM1,0.0009620488528311763
NCK1,0.0009637817672812937
PPP2R2D,0.0009665734691580471
H2AFY,0.000976615658978434
AOAH,0.0009787657236085651
ACTG1,0.0009793711404491622
PSMC1,0.000982980970755721
ZC3HC1,0.000999467593092812
IFNGR1,0.0010006952178511655
PRPF6,0.0010027297080143082
PSPC1,0.0010117239071187416
PEX13,0.0010151618718201652
HLA-A,0.0010155618829432904
APOPT1,0.0010220077164862726
GPHN,0.0010396422506880204
ARHGAP18,0.0010397642693638614
CALM2,0.001064624607110081
RAP1B,0.001067122482146195
CENPBD1,0.001067421411467624
DECR1,0.001067631666832419
RP11-138A9.1,0.0010956910945753707
STARD4,0.0011308338701827181
MRPL42,0.0011329646722438365
CXorf40B-1,0.0011377649205633483
CAST,0.0011569748800591678
ELMO2,0.0011596464959679033
GHITM,0.0011614287829829757
ATP5G3,0.0011679837174120896
SSRP1,0.0011880254131577481
TMEM179B,0.0012004958863375441
APOL2,0.0012040991487056074
MESDC2,0.0012044557907179673
SIDT1,0.0012130305163459219
HLA-L,0.0012143088091313013
NT5DC1,0.0012210259061401422
MT-RNR2,0.001224453784007608
TOR1AIP1,0.0012247718110207399
FAM3C,0.0012324203596718827
HSPA5,0.001237313451066152
TMEM173,0.0012407676295542144
LPAR6,0.0012478288525728937
IRF7,0.0012483646630734812
PRKD3,0.0012602361244974704
HMGB3-1,0.0012607477053129046
MT-CO1,0.0012630870277334997
TMEM39B,0.001268113732180586
PSMC3,0.0012781971677244622
DUSP4,0.0013012284927140494
ITM2A,0.0013057091041262224
HINT1,0.0013063554914679331
RABIF,0.0013144739283162555
CCR5,0.0013162968432635642
DNM2,0.0013173194721906143
CD300A,0.0013204968357684557
CTNNA1,0.0013970017258923587
MARS,0.00139979311674211
NAGK,0.0014037135003307985
FAM86A,0.0014201900425005142
PDGFA,0.0014239644349168445
EMD-1,0.0014257933793119801
PTPMT1,0.0014276556658023958
ZDHHC17,0.0014315790291894387
KPNA4,0.0014430049033006716
CD7,0.0014442218436647044
PDXDC1,0.0014451238101912576
CD96,0.0014516457773668964
CTD-2547L24.4,0.001455744209472861
SH3BGRL3,0.0015006999002060866
HSPA9,0.0015147365774373484
EIF4E2,0.0015158660994984
LSP1,0.0015216657327843071
ECHDC2,0.0015279955933600355
RRAGC,0.0015351437184432683
DHRS3,0.001543690068809937
MT-TM,0.0015538657182016784
DXO,0.0015581921006639497
DRAXIN,0.0015864219579768207
IFIT1,0.0015935099640028928
ZC3H7A,0.001593901593397118
PAX8-AS1,0.0015974115877426612
TUBA1B,0.0016123532834589078
CCDC144B,0.0016320988790655146
TPT1,0.0016477532728929837
TMEM50B,0.001667468493828034
STAP1,0.001672424812617847
ANXA2,0.0016863597145121295
HLA-E,0.0016904229025314834
CBR1,0.0017021950478043797
RP11-658F2.8,0.0017191912422486325
UBE3B,0.0017430707260835164
PAFAH1B2,0.0017484300282781281
KMT2E-AS1,0.001775045514540631
AC069363.1,0.0017780304547491774
GPBP1,0.0017787671778711142
BLVRA,0.0017925265409820589
POMP,0.0018102340162486836
C21orf33,0.0018131337594174469
ACADM,0.0018259648255758182
HENMT1,0.0018276003668542381
CLINT1,0.0018383892885389067
MGMT,0.001847490764928916
RAB5C,0.0018596257752943248
CCDC159,0.001877180435938901
NDUFV3,0.0019090367983342386
NDUFS1,0.001913868886455182
GOLIM4,0.0019199176785732331
ZC3H14,0.001930447638108795
PMCH,0.0019345580625631977
CMAS,0.0019518421440091179
ACOX1,0.0019587333495770256
RP3-455J7.4,0.0019695072026726813
CTD-2647E9.3,0.0019969607903107434
RPS6KB1,0.0020150402257393518
SDF2,0.002035855915386758
TMA7,0.0020417359583263456
PIP5K1B,0.002054345224113902
NEDD9,0.0020603784368885
MT-ND4L,0.0020615934383140036
RTN4IP1,0.0020696896583269025
PIM1,0.0020710607749082097
HEXB,0.002080254166089558
AC006129.2,0.0020869073293478687
