gene_name,pval
CTB-91J4.1,0.030234692157757852
PSME1,0.030513802419042415
RP11-134P9.3,0.03055903123925052
VPS39,0.030777838265697653
TAPSAR1,0.030824953641935965
VTI1A,0.030885224223542434
WDR19,0.03089173847121473
UBE2D3,0.031328894057471544
DPP3,0.031350593908998754
RP11-66N11.8-1,0.03148374321472733
CD58,0.03151257664817786
GATA3,0.03160699314001629
CTNNB1,0.031620221588600755
LAG3,0.03164972392872751
PROSC,0.03191059038870142
TMEM164,0.03191629652054547
ZNF253,0.03197545077658778
BRAT1,0.03200391691722339
HLA-DQB2,0.03206483068050829
SAP30L,0.03211570688515695
SMG1,0.03233318097663145
LSM7,0.03235073789608331
LYST,0.03240216221157817
MAN2B1,0.0325420164790192
NAAA,0.03277593623310802
ZNF830,0.032814970282462795
CD7,0.03285657602842377
FCGR3A,0.03306574261736188
PRAF2,0.03309073838107395
ENTPD6,0.03312247138430784
EHMT1,0.03323544907830895
MDH2,0.033436163541170495
SAMHD1,0.0334983924797844
TMEM209,0.03367916858225677
RP11-734K2.4,0.033818032833042605
TTPAL,0.033992923615844294
HTT,0.03409464625618576
FUOM,0.034161183601065244
LINC00892,0.034314906464718464
CD44,0.03446883135115609
AC016747.3,0.034474072412118556
ASCC2,0.03499842587423295
DDX21,0.03524333650270175
DNM1L,0.03532054256716693
RREB1,0.035330611092586055
WRAP53,0.03533750893970358
PPP1R14BP3,0.035372068103428314
PPIL2,0.035639939419858796
THEM6,0.035822387070964454
MEN1,0.03594068505034773
G6PC3,0.036117795529611044
WBSCR22,0.03628128052306114
SNHG5,0.03641094757519064
KAT6A,0.0364590103054463
FNIP1,0.03673324573304286
TAF7,0.03679598534623426
ZRANB2,0.03701690709759225
GALNT11,0.0372248471772939
STYK1,0.03750111599172752
FNTA,0.03772249962294237
C19orf73,0.03787166253963081
IRF2BP2,0.03793440948748622
CROT,0.038007092348158834
MT-ND2,0.03806654623504199
CBX5,0.03807955716504007
MAP9,0.03836159718455492
RALGAPA1,0.03863097028747069
ZNF226,0.03870768945107132
GMFG,0.038708760005427494
CDK11A,0.03875047011687106
RP4-612B15.3,0.03891488644790108
IFT88,0.03896010740898348
AREL1,0.03898891622972759
CAPRIN2,0.038997297939233
TNIP1,0.039366019191266824
LLGL2,0.039399980149760525
RNU5F-1,0.03949539681203283
GPR114,0.039714509276468475
LACTB,0.03973939550433785
FAM213B,0.039745511978595
DNAJA1,0.039844653883379565
PPAP2A,0.03986475109373133
CUL5,0.039985545772484185
RANBP6,0.040042931421796116
AHCY,0.040188162539562554
C7orf55,0.040196690302152734
FAM227B,0.040242092351077105
VHL,0.04030015119502418
TMEM170A,0.040314375469332496
RINT1,0.04038707763527074
RP11-632K20.7,0.040436254749894804
HDAC7,0.04049644385991111
ULK3,0.04057394556963027
TPK1,0.04099796138860403
ZNF227,0.041058643370498166
COA4,0.04142094894558377
NCLN,0.041476096785801324
RP11-267N12.3,0.04156321250527123
POLR2G,0.04164218135870744
TMEM41B,0.042249923827716425
NAA35,0.04250302701710262
HMGN2,0.04256161736383772
TMEM214,0.04257271830769458
GPALPP1,0.04257568970736692
MTATP6P1,0.0426607335713414
KLHL20,0.042736732673282075
ZCCHC8,0.04285639622556186
CMTR2,0.04288361588427196
KDM3B,0.04298006238285951
NUP88,0.04316758136839593
C18orf54,0.04318968141846873
CFL2,0.04325624764208225
SHC1,0.04338308884389264
GMCL1,0.043473244763562596
STAMBPL1,0.04368926503796806
RP11-849F2.8,0.04398391853533506
HPSE,0.04398777707192363
EIF2S1,0.04400109085447306
SNHG16,0.04402962612098564
HEBP2,0.04421545020548994
BBS10,0.044302737529619184
C2orf42,0.04436256452152275
R3HDM1,0.04449626509559304
ATG16L2,0.04454433300552493
ZMYM4,0.04473528150607993
CTPS1,0.04488930002524586
RAD51B,0.04534142470594685
LRIG1,0.04534603895658219
KIR2DL4,0.045355705588197716
KIAA0947,0.04536524031321358
ZNF461,0.04551608598084435
UBAC2,0.04566366558277344
SDAD1,0.04594635535389965
AGAP3,0.04615913271183151
JMJD1C,0.04617280174282498
SENP8,0.04624430339602558
UBQLN2,0.046370144354162306
HAVCR1,0.04645499927496745
TMEM14D,0.04645830309909677
FOXO1,0.046603983678594536
EDEM3,0.04663558214451424
CREBRF,0.046635708691228454
HSF4,0.046867733689194016
XPO5,0.04709004771690755
TRIM4,0.04724640716975556
CETN2-1,0.04727834112081824
RBM48,0.04756862590057069
CRIM1,0.047644338599893005
BST2,0.048020261829022186
RAB7L1,0.048236150280971515
CERS2,0.04838866271071659
CENPE,0.048465912345872
GPR89B,0.04847133260155033
CCDC117,0.0486187075204554
TFDP1,0.04873203000145647
RP11-884K10.7,0.04874702127404093
RP11-18I14.10,0.04880717194424779
AMMECR1,0.04885251589778272
BRD4,0.04914825675519363
LSM10,0.04964896561801357
RTN4,0.04975555198111103
SENP2,0.0499349018006903
USP18,0.04994199432949075
BRD8,0.049978203458423076
PSMD12,0.05000374050767321
SMIM4,0.050088280452461324
RANBP2,0.05029354892840003
GPATCH2,0.05059153057554456
PANX1,0.050687852522650755
CNTRL,0.05070281179507633
UBE2N,0.050761740445886674
PDK3,0.050865843049190014
FPGT,0.05090531574165804
MTERFD2,0.05097052980802967
FAS,0.05128767305953014
CD48,0.05133456096461419
SLC29A3,0.05152041424518044
MT-ATP6,0.05152784108567842
NAA30,0.05172612335993237
PFDN6,0.05172614299458195
PDE1B,0.05203355606058297
ZNF416,0.05205115560368469
POLR3B,0.052333437957819445
SNHG9,0.0524131681460009
PTBP1,0.05249629811773937
RNF139,0.052534220986746774
RAD51,0.052585044211843505
BARD1,0.05281686706153931
VPS13B,0.0528178444068284
PPP1R14B,0.05296781634785723
AL161626.1,0.05299266047655588
BAG1,0.053060590726936134
S1PR4,0.05310701335719379
GALNT10,0.053239879081289965
C11orf49,0.05331053506891975
GRPEL2,0.05335156854509599
SRFBP1,0.053652500026558414
C19orf12,0.053775561929160345
TMSB4XP2,0.053777187150331994
RTP4,0.05387431891778627
ZNF805,0.05424573137396965
RHBDD3,0.054617218767534385
TBC1D5,0.05477008871407213
PNMA1,0.05512953791506881
PPM1M,0.05524702825127135
TTLL1,0.05527177602998697
MTERF,0.05536773155107658
ERI1,0.055531461232542406
LSR,0.05569982425586771
AC116366.6,0.055714615423924065
SOS1,0.05578775382307433
CREBZF,0.056248956619462595
MIR22HG,0.05634687719324492
CLUAP1,0.05646201775649353
ERICH1,0.05651005411394875
SHOC2,0.05666494986999207
NDUFS5,0.056689942259021395
ETHE1,0.05685197504997353
RPS19,0.05714072211436307
P2RX5,0.057150623399561104
SNX13,0.057160358103408575
MRPL46,0.05716859592625367
GPR19,0.05744203630960959
RP13-314C10.5,0.057463495324276206
AF165138.7,0.057514318417754215
NUCB1,0.058113085652941356
RSAD2,0.058224136141960724
BTRC,0.05848365984747502
HYAL3,0.05854964039001821
PNPT1,0.058681152723241946
BX936347.1,0.058791141052050265
GALK2,0.05885725682562131
FAM20B,0.05889021305291006
CLDND1,0.058916034533711754
YAE1D1,0.058925503942482006
PRELID2,0.05900060312958859
NUP37,0.05917438589588972
