PeakID,pvalue,logp,chr,mid,in_gene
Interval_60332,6.0954538608270485e-05,4.214993951749571,5,131999387.5,AC004041.2
Interval_59485,6.1472540121995e-05,4.211318840918943,5,95252036.5,ELL2
Interval_2737,6.17770381126007e-05,4.209172917695129,1,85425175.0,MCOLN2
Interval_24292,6.345116789105021e-05,4.197560379810874,15,52821172.0,MYO5A
Interval_73718,6.53311256182343e-05,4.184879859098163,8,104311197.0,FZD6
Interval_39884,6.707174271891143e-05,4.173460409279238,2,118479947.0,nan
Interval_70866,6.79296059793978e-05,4.167940904494649,7,141258188.0,AGK
Interval_76300,7.119029321217332e-05,4.1475792183262845,9,87376282.5,NTRK2
Interval_36209,7.195096034251486e-05,4.142963405081489,19,50145390.5,SCAF1
Interval_80418,7.304942908078802e-05,4.136383173953261,X,149577600.5,MAMLD1-1
Interval_57191,7.536207047159837e-05,4.122847178394081,4,177824243.0,nan
Interval_60333,7.562323651408653e-05,4.121344739693272,5,132010726.0,IL4
Interval_13140,7.66647186231829e-05,4.1154044539449055,11,73587972.0,PAAF1
Interval_47115,7.770213359162234e-05,4.109567055917922,22,38568938.0,PLA2G6
Interval_49517,8.771154378419607e-05,4.056943245039281,3,53880090.0,IL17RB
Interval_5492,9.512143274685484e-05,4.021721616869528,1,192515771.5,RP5-1011O1.2
Interval_45111,9.668833611384031e-05,4.014625913372257,20,61371653.5,NTSR1
Interval_17257,0.00010047095592109645,3.997959465668386,12,80477846.0,nan
Interval_3849,0.00010047896983137684,3.9979248262227425,1,120753409.5,nan
Interval_41218,0.00010129247824828718,3.994422803174244,2,175643489.0,nan
Interval_46770,0.00010229041536482462,3.9901650578731553,22,30580162.0,RP3-438O4.4
Interval_74966,0.0001066219296249896,3.972153461954538,9,4500724.0,SLC1A1
Interval_12737,0.0001073520199960901,3.9691897792211956,11,65337610.5,SSSCA1
Interval_53830,0.00010830995490307863,3.965331624992536,4,26105951.0,nan
Interval_36505,0.00010982916385978464,3.959282322712782,19,55850819.5,SUV420H2
Interval_76296,0.00011545252685367404,3.937596557449291,9,87324642.5,NTRK2
Interval_29922,0.00011847082325949288,3.926388593599903,17,37026047.5,LASP1
Interval_39863,0.00011953586439261899,3.9225017736197376,2,114634559.5,nan
Interval_20735,0.00012199848958956437,3.9136455461037616,13,103432221.5,nan
Interval_67708,0.00012322383793195177,3.909305268787932,7,17069079.5,nan
Interval_29167,0.00012545050375940812,3.9015275903916833,17,16439254.5,nan
Interval_62590,0.00012690668035306258,3.8965155160919744,6,20543489.5,CDKAL1
Interval_75945,0.00013254084801274182,3.8776502550662117,9,71643781.0,nan
Interval_26489,0.00013418102847859994,3.8723088836416304,16,15149812.0,NTAN1
Interval_68734,0.00013557208237836285,3.8678297331629246,7,50894685.0,nan
Interval_34661,0.0001372365128812596,3.8625303257052486,19,14063143.5,DCAF15
Interval_47568,0.000137594149189567,3.8614000328789153,22,46374769.5,nan
Interval_24758,0.000141447340377312,3.849405214133583,15,66764741.0,MAP2K1
Interval_10115,0.000141579029431927,3.8490010692200745,10,103578210.0,MGEA5
Interval_65527,0.00014451134718926377,3.840098050290129,6,125388085.5,RNF217
Interval_12568,0.0001455942223630244,3.836855858852945,11,62521572.5,ZBTB3
Interval_60269,0.00014571788173218955,3.8364871506246576,5,131391749.5,nan
Interval_24011,0.00014605731989895712,3.835476672774213,15,42900852.0,STARD9
Interval_58921,0.0001463056099739993,3.8347390208737298,5,74270637.5,CTD-2503O16.4
Interval_4279,0.00014897154513288045,3.826896677708003,1,153631272.5,SNAPIN
Interval_78187,0.00014900844251447461,3.8267891246509578,X,3662232.0,nan
Interval_63861,0.0001492737464570723,3.8260165671671986,6,47382420.0,nan
Interval_34105,0.000149350233085816,3.8257940952707354,19,4968982.5,KDM4B
Interval_41201,0.00015081140357516305,3.8215658181312246,2,175473251.5,WIPF1
Interval_25338,0.0001513029236815407,3.820152679865167,15,83635643.0,HOMER2
Interval_60275,0.00015311364369127478,3.8149861083492542,5,131411192.0,CSF2
Interval_24477,0.00015459193007182604,3.810813180642465,15,59775017.0,FAM81A
Interval_73132,0.00015670843271064775,3.8049076328794396,8,81869796.0,nan
Interval_7354,0.00015771832051132494,3.802117856228205,10,3215019.5,PITRM1
Interval_63417,0.0001672544059467815,3.7766224328834794,6,37137915.5,PIM1
Interval_21887,0.0001703847824825376,3.7685691958309495,14,62029555.0,RP11-47I22.2
Interval_65739,0.0001738005793785644,3.759948780128468,6,130788702.0,nan
Interval_67092,0.00017449735887222804,3.758211141976422,7,149575.0,AC093627.9
Interval_64542,0.00017453754572304903,3.7581111352011454,6,88635218.5,nan
Interval_13341,0.0001752810038428265,3.756265148214627,11,77914099.0,USP35
Interval_14030,0.0001768813397577665,3.7523179809268465,11,111249974.5,POU2AF1
Interval_17616,0.0001771775155073586,3.751591392554256,12,94699405.5,PLXNC1
Interval_38996,0.0001774488491224207,3.7509268130050493,2,86333153.0,POLR1A
Interval_34174,0.00018069173410704007,3.7430617141452616,19,6425196.5,KHSRP
Interval_55581,0.00018245620697477302,3.738841357791024,4,110280336.0,SEC24B-AS1
Interval_80306,0.00018370824612295718,3.7358713490544506,X,135930142.0,RP11-1114A5.4
Interval_54287,0.00018780325124049835,3.7262968935204643,4,48136144.5,TXK
Interval_15025,0.00018938899014453613,3.7226452716815057,12,4938938.0,KCNA6
Interval_681,0.00018963476756577523,3.722082036313748,1,16769323.5,NECAP2
Interval_13979,0.00019053695034912242,3.7200207901898406,11,109827193.0,nan
Interval_56499,0.00019442578680268555,3.711246134865453,4,148721293.0,ARHGAP10
Interval_27361,0.00019486208728876787,3.7102726497635246,16,53946449.0,FTO
Interval_45382,0.0002002480705788256,3.698431659718162,21,19527962.5,CHODL
Interval_74773,0.00020289351489503343,3.6927318341411843,8,145104078.5,CTD-3065J16.6
Interval_65360,0.00020375933903302003,3.690882476833103,6,117803901.5,DCBLD1
Interval_28914,0.00021016039604512148,3.677449121797696,17,7145995.5,GABARAP
Interval_30305,0.0002117099827839849,3.6742586631625356,17,43138544.5,NMT1
Interval_6902,0.00021405617289651426,3.6694722435772156,1,234366367.5,SLC35F3
Interval_6540,0.00021793819234506147,3.6616666556130153,1,223688919.0,nan
Interval_18202,0.00022416748597940168,3.6494273787336207,12,113189906.0,RPH3A
Interval_34143,0.00022518917187827663,3.6474524961766996,19,5904423.5,VMAC
Interval_76550,0.00023025346554598358,3.6377938245136496,9,95527275.5,BICD2
Interval_73119,0.00023184031975028615,3.634811032900812,8,81446538.0,RP11-48B3.3
Interval_25742,0.0002323974947070089,3.6337685580406838,15,95828172.5,CTD-2536I1.1
Interval_11959,0.00023590908739040816,3.6272553294514323,11,35199112.5,CD44
Interval_5833,0.00023747227376383828,3.6243870894255976,1,201083675.5,ASCL5
Interval_69238,0.00023790340394844848,3.623599343984374,7,86669276.0,KIAA1324L
Interval_20028,0.0002432678362424705,3.6139153076980346,13,67804616.0,PCDH9
Interval_75702,0.0002477636027856409,3.605962492432723,9,36190982.0,CLTA
Interval_60317,0.0002547718350258105,3.5938485848491095,5,131862483.5,nan
Interval_295,0.0002573245391757875,3.5895187962985244,1,8021716.0,PARK7
Interval_1977,0.000263937341787412,3.5784991615611124,1,46152928.5,TMEM69
Interval_60936,0.0002645177979968828,3.577545101277989,5,148205897.0,ADRB2
Interval_25652,0.00026626155612879715,3.574691534148299,15,91892538.5,nan
Interval_67677,0.00026785652712485366,3.572097766279106,7,16532551.5,SOSTDC1
Interval_68237,0.00027276828877028096,3.5642061208652542,7,33148964.0,RP9
Interval_56702,0.0002731946833181036,3.5635277567770256,4,156560933.5,nan
Interval_2356,0.0002777306763451981,3.5563761482236176,1,63153806.5,RP11-230B22.1
Interval_75924,0.00028045147741098247,3.552142267796568,9,71503385.5,PIP5K1B
Interval_18641,0.0002826486194008397,3.548753131513119,12,125534200.0,nan
Interval_28394,0.0002836389955075343,3.547234061325661,16,88519426.5,ZFPM1
Interval_48578,0.0002844733707647349,3.545958381188791,3,31330342.0,nan
Interval_44334,0.0002854975041639577,3.5443976840295472,20,39632218.0,nan
Interval_36788,0.00029078143138990475,3.536433329939469,2,8190447.5,LINC00299
Interval_4965,0.00029163362757099904,3.5351624000162687,1,169677652.0,SELL
Interval_44897,0.00029178119821475073,3.5349426965915134,20,52459154.0,nan
Interval_7565,0.00029194413174958686,3.534700249901943,10,7235359.5,SFMBT2
Interval_24515,0.0002930000413654283,3.5331323183326617,15,60855956.5,RORA
Interval_58515,0.00029530829787388505,3.529724349613964,5,55623727.0,nan
Interval_33414,0.0002954255173441592,3.529551995269356,18,65184047.5,DSEL
Interval_6918,0.0002978069786172117,3.5260651294870144,1,234736547.0,nan
Interval_54275,0.0003008063619417783,3.5217129828177938,4,48018768.0,CNGA1
Interval_62470,0.0003013205914784239,3.520971188738578,6,16483734.0,ATXN1
Interval_56010,0.0003019625804866163,3.5200468719271614,4,124399122.5,nan
Interval_6680,0.0003052935807661824,3.51528232726745,1,227058377.5,PSEN2
Interval_29194,0.0003103529131032051,3.5081441737884616,17,17088465.5,MPRIP
Interval_30312,0.0003123906778502943,3.505301934521316,17,43238830.5,HEXIM2
Interval_11881,0.0003131076115801155,3.5043063746473377,11,33744660.5,CD59
Interval_54721,0.00031469222168152095,3.5021139915085846,4,76098093.5,nan
Interval_76514,0.000314762463271056,3.502017064642867,9,94668405.5,ROR2
Interval_45161,0.0003159821136550398,3.500337500168836,20,62130335.0,EEF1A2
Interval_9252,0.0003196583013449612,3.4953140127020523,10,74856374.5,P4HA1
Interval_60276,0.0003224932513144724,3.4914793692381756,5,131412616.5,CSF2
Interval_75655,0.0003227486862494124,3.491135516856405,9,35604948.5,TESK1
Interval_978,0.0003269756201650375,3.4854846278367,1,25256354.5,RUNX3
Interval_65945,0.00033076474035940783,3.4804807926004564,6,136172821.5,PDE7B
Interval_61681,0.00033286477977725074,3.477732154851114,5,175964389.5,RNF44
Interval_69475,0.00033313924701113337,3.4773742002229375,7,95238456.5,AC002451.3
Interval_49502,0.0003352740979218461,3.4745999973142,3,53740059.5,CACNA1D
Interval_73455,0.0003361858871685135,3.4734205218706253,8,97295801.0,PTDSS1
Interval_61746,0.00034335691428979926,3.464254202652559,5,176853451.5,GRK6
Interval_39289,0.0003438148686324814,3.4636753457251435,2,99071674.0,INPP4A
Interval_47085,0.00034681999665804017,3.45989587028499,22,38073153.5,LGALS1
Interval_52980,0.00034683768711487396,3.4598737185292556,3,194871390.0,XXYLT1-AS2
Interval_9230,0.0003501689317189339,3.455722388753933,10,74086641.5,nan
Interval_53284,0.0003506940873642613,3.4550715561792935,4,1930327.0,WHSC1
Interval_34723,0.0003606832571336902,3.4428740171028016,19,14640442.0,DNAJB1
Interval_35997,0.00036415688194891985,3.4387114782012693,19,47729866.0,MIR3191
Interval_54105,0.0003661356604761482,3.4363579701247824,4,40202085.5,RHOH
Interval_49011,0.0003671564063056968,3.4351488896298266,3,45147532.5,CDCP1
Interval_832,0.0003699014384772515,3.4319139797916134,1,21671996.0,ECE1
Interval_23173,0.00037154297370022585,3.4299909472829158,14,100705689.0,RP11-638I2.4
Interval_33083,0.0003816523798042012,3.418332025218424,18,48680416.0,nan
Interval_58447,0.00038206800449434863,3.4178593298943123,5,54437839.5,CDC20B
Interval_3720,0.0003873941777812036,3.4118469106600076,1,117058245.0,CD58
Interval_48510,0.0003896916718904215,3.4092788754253807,3,28368273.5,AZI2
Interval_28460,0.0003903342283535441,3.4085633638269073,16,89314082.5,nan
Interval_75357,0.0003951715395584936,3.403214341052482,9,21579284.0,nan
Interval_78781,0.00039968783647962273,3.398279068227662,X,39957133.5,BCOR
Interval_58641,0.0004058679317697343,3.3916152615815394,5,61581417.5,nan
Interval_21797,0.00040730573252734174,3.3900794774969336,14,59742390.5,DAAM1
Interval_66925,0.0004089939325694807,3.38828313470938,6,163148817.0,PARK2
Interval_40850,0.0004139894590369561,3.383010716706068,2,162271528.5,nan
Interval_75678,0.000418050340172925,3.378771418839879,9,35815103.5,HINT2
Interval_74760,0.0004181398814460742,3.3786784082306314,8,145017079.5,PLEC
Interval_968,0.00042075320277464153,3.3759725694886575,1,25071913.0,CLIC4
Interval_13694,0.00042099011560169504,3.375728100815246,11,95433397.0,RP11-644L4.1
Interval_53140,0.00042312778735037124,3.3735284530504894,3,197381523.0,nan
Interval_21703,0.0004252356357480129,3.3713703477230057,14,55094584.5,SAMD4A
Interval_20648,0.0004256423638782562,3.3709551535444495,13,100309024.5,CLYBL
Interval_58169,0.00042738345533324294,3.369182294049703,5,40487026.5,nan
Interval_62520,0.0004287726403332458,3.367772934442585,6,16909855.5,nan
Interval_9321,0.00042947481261041125,3.36706230113441,10,75910881.5,ADK
Interval_40079,0.00043342563023980027,3.363085410638269,2,128587635.5,Y_RNA-396
Interval_62475,0.0004357579288608847,3.3607547019134323,6,16512754.5,ATXN1
Interval_39331,0.00043699671546704237,3.3595218272398752,2,99757829.5,TSGA10
Interval_19477,0.0004384194699012568,3.3581101673819878,13,42967275.0,nan
Interval_55619,0.00044047686552283166,3.3560768964224605,4,111010138.5,ELOVL6
Interval_38690,0.0004418388908487559,3.3547360599954725,2,73056477.0,nan
Interval_42747,0.0004419632443185222,3.3546138470613047,2,231121650.0,SP140
Interval_24792,0.00044218203827777483,3.3543989027235646,15,67407397.5,SMAD3
Interval_58478,0.0004473410609396533,3.349361236589083,5,54886679.5,nan
Interval_19476,0.00045125809283658045,3.345574996404283,13,42952272.0,nan
Interval_51580,0.00045158509419965026,3.345260401586921,3,143533548.0,SLC9A9
Interval_9723,0.00045345057291760945,3.34347004505154,10,92766812.5,RP11-236B18.2
Interval_35693,0.00045363371050024983,3.343294679555512,19,42681166.0,POU2F2
Interval_42472,0.0004552346295937944,3.3417647086748095,2,219261253.5,SLC11A1
Interval_21241,0.0004600291435720854,3.337214654206221,14,25076577.0,GZMH
Interval_22225,0.0004609149377493114,3.336379216637961,14,70078617.5,KIAA0247
Interval_25747,0.00046548226569187635,3.3320968604589507,15,95990386.0,LINC00924
Interval_7637,0.00048156551535363866,3.3173446202299695,10,8458489.0,RP11-543F8.2
Interval_25092,0.00048387174528624545,3.315269736900532,15,75743152.5,SIN3A
Interval_80391,0.0004861649084794923,3.313216391859858,X,148621175.5,LINC00893
Interval_11565,0.0004914773734131962,3.3084964713781075,11,16635437.0,C11orf58
Interval_35471,0.0004917341223658146,3.308269654144237,19,39340760.5,HNRNPL
Interval_36952,0.0004969440071941387,3.303692542326087,2,10638165.0,nan
Interval_14432,0.0005080463959318714,3.294096625162699,11,121335325.5,SORL1
Interval_28830,0.0005104842606757634,3.2920176436006563,17,4852070.5,ENO3
Interval_64891,0.0005145679590576137,3.2885572597846267,6,105153228.5,nan
Interval_52543,0.0005150085817616356,3.288185534103137,3,183024898.0,MCF2L2
Interval_25348,0.0005152865027587169,3.28795123315348,15,83868512.0,HDGFRP3
Interval_49280,0.0005175272644219566,3.286066765723984,3,49449485.0,TCTA
Interval_39151,0.0005186863246704366,3.2850952021673177,2,95728312.0,nan
Interval_47993,0.0005201854583617007,3.2838417925506467,3,11666138.0,VGLL4
Interval_80160,0.0005203538130779785,3.283701258643034,X,131614870.0,MBNL3
Interval_72502,0.0005322554136958706,3.2738799125551425,8,49231572.0,nan
Interval_781,0.0005379924419210071,3.2692238255511894,1,20512360.0,UBXN10
Interval_44293,0.000538168270872384,3.2690819107923366,20,37377058.0,ACTR5
Interval_7029,0.0005402950247230425,3.267369031619192,1,236306165.0,GPR137B
Interval_4412,0.0005427817673525865,3.265374749205288,1,155829633.0,GON4L
Interval_30641,0.0005434108768082585,3.2648716730757794,17,48172332.0,PDK2
Interval_16292,0.000544792998145217,3.2637684827517255,12,50101072.0,TMBIM6
Interval_53831,0.0005495262770551498,3.2600115358024544,4,26133573.0,nan
Interval_36099,0.0005548090125918179,3.255856492647234,19,49140955.5,SEC1P
Interval_43233,0.0005558371127872398,3.2550524591048764,2,241526171.0,CAPN10
Interval_31170,0.0005694600992591501,3.244536700520176,17,64403243.0,RP11-4F22.2
Interval_25684,0.0005702536987074055,3.2439318891762468,15,93352347.0,CTD-2313J17.1
Interval_73127,0.0005710461089588969,3.243328823351451,8,81777044.5,ZNF704
Interval_48268,0.0005746842946324388,3.240570671402353,3,16891046.5,PLCL2
Interval_4294,0.0005804516250554364,3.236233968598806,1,153895664.5,GATAD2B
Interval_18675,0.00060121645633439,3.2209691405312277,12,129230766.5,nan
Interval_45430,0.0006043659636072174,3.2187000020328784,21,25341400.5,nan
Interval_1851,0.0006085112269207953,3.2157314047062724,1,43232751.5,LEPRE1
Interval_35391,0.0006098919942251019,3.2147470673910794,19,37861942.0,ZNF527
Interval_48574,0.0006108915910549838,3.214035852906219,3,31268471.0,nan
Interval_25347,0.0006131234832968143,3.2124520496028084,15,83833853.5,HDGFRP3
Interval_15078,0.0006146312894803943,3.2113853345729986,12,6677219.5,NOP2
Interval_33840,0.0006155081729899682,3.210766175940012,19,1812660.5,ATP8B3
Interval_4350,0.0006155538937197377,3.2107339171917433,1,154909505.0,PMVK
Interval_73690,0.0006204273062514809,3.2073090962656416,8,103595992.0,nan
Interval_33796,0.0006241291135371051,3.204725558560581,19,1269481.0,CIRBP
Interval_72107,0.0006267127079613973,3.2029314989468203,8,29266146.5,nan
Interval_44662,0.0006318637180677195,3.1993765813275172,20,47894820.5,ZFAS1
Interval_34951,0.000644160635265732,3.1910058184937093,19,18303578.0,MPV17L2
Interval_38730,0.0006506935330861219,3.186623509477868,2,74007008.5,DUSP11
Interval_19284,0.0006633658431975235,3.1782468941260538,13,34731094.0,nan
Interval_74853,0.0006714850444190874,3.1729636556662926,9,249054.0,DOCK8
Interval_45164,0.0006733177656637931,3.1717799264083895,20,62169218.5,PTK6
Interval_25349,0.0006819158334372014,3.1662692255334073,15,83876352.0,HDGFRP3
Interval_40520,0.0006968098743040188,3.1568857036873,2,149282346.5,nan
Interval_36805,0.0006971065417482301,3.156700841762377,2,8422819.0,LINC00299
Interval_47187,0.0007040584713606171,3.15239127163236,22,39541314.5,CBX7
Interval_10571,0.0007044383618366706,3.152157001540174,10,120281102.5,nan
Interval_21149,0.0007064260485619182,3.150933295078664,14,23388299.0,PRMT5-AS1
Interval_76621,0.0007083308846249053,3.149763821692009,9,96928806.5,RP11-2B6.3
Interval_49809,0.0007145917716988753,3.1459419888701414,3,69261952.0,FRMD4B
Interval_14489,0.0007154714026493087,3.1454077202826896,11,122933323.0,HSPA8
Interval_69852,0.0007163289000591288,3.1448875270167,7,105925354.5,NAMPT
Interval_58061,0.0007184063263189783,3.1436298519068355,5,37112090.5,C5orf42
Interval_34888,0.0007209479249503079,3.142096103829108,19,17580892.0,SLC27A1
Interval_27033,0.000727802991008377,3.137986163952086,16,30389646.0,ZNF48
Interval_25069,0.0007278129885472091,3.137980198263321,15,75359700.5,PPCDC
Interval_18524,0.0007280780085742503,3.137822086513421,12,123215041.5,HCAR1
Interval_75272,0.0007296208295695758,3.136902776052997,9,19999632.5,nan
Interval_12731,0.0007430448963284907,3.128984944464664,11,65307991.0,LTBP3
Interval_33323,0.0007433420887524361,3.1288112763246727,18,60765644.5,nan
Interval_25715,0.0007472123916085905,3.1265559344725444,15,94749858.0,nan
Interval_20649,0.0007501333332476078,3.1248615356121494,13,100310671.0,CLYBL
Interval_43285,0.0007589845867099391,3.119767043570646,2,242626398.5,DTYMK
Interval_48486,0.0007725385761214274,3.1120798251997255,3,27882494.5,AC098973.2
Interval_75378,0.0007759876200578465,3.1101452073287335,9,21975136.0,CDKN2A
Interval_21427,0.0007804939144202805,3.1076304788206475,14,38534714.0,CTD-2058B24.2
Interval_44779,0.000781128833977939,3.107277330692112,20,49133269.0,PTPN1
Interval_34864,0.0007815919402493188,3.107019927696773,19,17337148.0,OCEL1
Interval_25738,0.0007817350005731576,3.1069404429674132,15,95128171.0,nan
Interval_75912,0.0007855992876743273,3.1047989190083385,9,71268207.0,nan
Interval_47348,0.0007962600133103732,3.098945093183316,22,41843678.0,TOB2
Interval_47813,0.0007962867424737021,3.098930514863278,3,4818814.0,ITPR1
Interval_52229,0.0007977339342389356,3.098141933410398,3,171527827.5,PP13439
Interval_1084,0.0008009614592543334,3.0963883808394406,1,26705050.5,nan
Interval_28832,0.0008056009336159904,3.0938800391475394,17,4870976.0,SPAG7
Interval_52292,0.0008076810890104809,3.092760085540788,3,172248421.5,nan
Interval_62959,0.0008114031918832782,3.090763288208513,6,30584983.5,PPP1R10
Interval_80277,0.0008352036310048097,3.078207626264796,X,135709195.5,nan
Interval_66688,0.0008395652118922592,3.0759455650827716,6,157620412.0,nan
Interval_27059,0.0008408268959932591,3.075293404740713,16,30569413.0,ZNF764
Interval_67904,0.0008510168049891893,3.0700618638378407,7,22720536.5,nan
Interval_43668,0.0008615483014592547,3.064720369441505,20,10654867.0,JAG1
Interval_44069,0.0008619567792042741,3.0645145103048486,20,32581629.5,RP5-1125A11.1
Interval_15865,0.0008802053483463803,3.0554159968838857,12,31743574.0,DENND5B
Interval_32002,0.0008803386059210356,3.0553502523970013,17,79995416.5,DCXR
Interval_40140,0.0008806701582345464,3.0551867196027844,2,131346638.0,AC140481.4
Interval_24006,0.000881351450624713,3.0548508763431226,15,42867808.5,STARD9
Interval_71875,0.0008841280734749308,3.0534848191785393,8,22602890.0,RP11-459E5.1
Interval_31518,0.0008871631886766519,3.0519964867938296,17,73851685.0,WBP2
Interval_41335,0.0008903404330943552,3.050443903529356,2,179896766.0,CCDC141
Interval_58418,0.000890799681979584,3.050219946683505,5,54089929.0,nan
Interval_9083,0.0008965238784057153,3.047438138760209,10,71209811.5,nan
Interval_41319,0.0008979435704679546,3.0467509548743616,2,179345356.0,PLEKHA3
Interval_35901,0.0008989419328094729,3.046268360630392,19,46498550.0,CCDC61
Interval_62722,0.0009077143095339116,3.0420508181266657,6,26087284.5,HFE
Interval_18656,0.0009122450454822179,3.03988848666496,12,127647813.5,nan
Interval_28383,0.0009131506573865657,3.0394575638963195,16,88015131.5,BANP
Interval_22419,0.0009162477960155971,3.037987057021392,14,74551349.0,LIN52
Interval_50261,0.0009305470384793945,3.031261668706556,3,99585710.5,FILIP1L
Interval_27020,0.0009357276797984856,3.028850523450477,16,30195141.5,CORO1A
Interval_74417,0.0009359905809164132,3.028728521642887,8,131296951.0,ASAP1
Interval_27288,0.0009380323197227136,3.0277821978305095,16,50316045.5,ADCY7
Interval_33724,0.0009470724560489514,3.023616793902214,19,639843.0,FGF22
Interval_54285,0.0009487876646215354,3.022830970292654,4,48130064.0,TXK
Interval_34005,0.0009502055813803788,3.0221824229216745,19,3671435.0,PIP5K1C
Interval_63051,0.000959341945530388,3.0180265663565295,6,31633254.5,CSNK2B
