PeakID,PeakID,chr,end,in_ensg,in_gene,itype,mid,start,quality_p,clonal_p,replicate_foldchange,max_height,good_peak
Interval_1797,Interval_1797,1,41827878,ENSG00000204060,FOXO6,promoter-TSS,41827017.0,41826156,0.08350440942605175,0.0006361139222201828,1.2941671182022694,141.45943,True
Interval_79056,Interval_79056,X,48897705,ENSG00000068323,TFE3-1,promoter-TSS,48897557.5,48897410,0.044524304016054894,0.006601907217640757,2.0006228501033534,32.89042,True
Interval_27960,Interval_27960,16,74735449,ENSG00000168404,MLKL,promoter-TSS,74734691.5,74733934,0.06997253144426774,0.0849212086164518,1.309359914029889,113.55078,True
Interval_29236,Interval_29236,17,17712997,ENSG00000108557,RAI1,promoter-TSS,17712626.0,17712255,0.4149067743215178,0.0012230829101962382,1.2946059556441607,22.399332,True
Interval_31557,Interval_31557,17,74237360,ENSG00000141576,RNF157,promoter-TSS,74236506.5,74235653,0.3580164811334393,0.12311586051743517,1.1445648803008905,88.773186,True
Interval_7325,Interval_7325,10,1095848,ENSG00000067064,IDI1,promoter-TSS,1095094.0,1094340,0.22251579551981615,0.15921883974727158,1.1061936395243064,321.95886,True
Interval_5131,Interval_5131,1,174969806,ENSG00000116161,CACYBP,promoter-TSS,174968814.0,174967822,0.8691099476439791,0.00758184951177443,1.0958019328699904,376.12033,True
Interval_32001,Interval_32001,17,79990019,ENSG00000169750,RAC3,promoter-TSS,79989162.0,79988305,0.12609512794564115,1.0,1.2536268625404914,84.75928,True
Interval_63266,Interval_63266,6,35116615,ENSG00000124678,TCP11,promoter-TSS,35116332.0,35116049,0.0527384313817002,0.002853860123790408,1.650918117096804,23.696253,True
Interval_70431,Interval_70431,7,128172380,ENSG00000242588,RP11-274B21.1,promoter-TSS,128171409.5,128170439,0.06496098711667575,0.7145708582834333,1.228686228683947,196.37701,True
Interval_68789,Interval_68789,7,56119979,ENSG00000146731,CCT6A,promoter-TSS,56119422.5,56118866,0.06637633823262568,0.042714570858282896,1.2271346186005214,175.28055,True
Interval_53592,Interval_53592,4,10459321,ENSG00000178163,ZNF518B,promoter-TSS,10458776.0,10458231,0.5654474483157439,0.01940147462772901,1.1836833701202472,158.26523,True
Interval_925,Interval_925,1,24127821,ENSG00000117308,GALE,promoter-TSS,24126931.5,24126042,0.42645655631053925,0.0197195315888391,1.124425119519117,117.7632,True
Interval_28483,Interval_28483,16,89490018,ENSG00000261692,RP1-168P16.1,promoter-TSS,89489527.0,89489036,0.2512939135463351,0.0074240719910011466,1.3877734314421255,83.48052,True
Interval_28913,Interval_28913,17,7143360,ENSG00000040633,PHF23,promoter-TSS,7142919.5,7142479,0.31129102211941595,0.020991759433280688,1.1784767530099574,148.16165,True
Interval_6372,Interval_6372,1,212965773,ENSG00000117697,NSL1,promoter-TSS,212965148.5,212964524,0.2754662425907185,0.49493813273340814,1.242874122716129,84.28078,True
Interval_29689,Interval_29689,17,33289147,ENSG00000132141,CCT6B,promoter-TSS,33288572.0,33287997,0.10008436445444324,0.5246344206974127,1.386692235633887,60.142483,True
Interval_24633,Interval_24633,15,64455980,ENSG00000166794,PPIB,promoter-TSS,64455380.5,64454781,0.1036186099942562,0.0025272831705914767,1.1449540812276344,284.61057,True
Interval_67429,Interval_67429,7,6388979,ENSG00000178397,FAM220A,promoter-TSS,6388503.0,6388027,0.08917160618765363,0.09446291744976187,1.287649655963374,123.74446,True
Interval_75635,Interval_75635,9,35080245,ENSG00000221829,FANCG,promoter-TSS,35079733.5,35079222,0.13832586381379208,0.8085007951424031,1.2451018084328747,109.43665,True
Interval_68472,Interval_68472,7,39773594,ENSG00000188185,LINC00265,promoter-TSS,39773035.0,39772476,0.22173834149882055,1.0,1.1437492433156051,139.92368,True
Interval_3016,Interval_3016,1,92414898,ENSG00000137948,BRDT,promoter-TSS,92414274.5,92413651,0.06433424895185769,0.0002566914801763742,1.642810447295209,67.46899,True
Interval_78827,Interval_78827,X,41194537,ENSG00000215301,DDX3X,promoter-TSS,41193310.5,41192084,0.00149339460080411,0.006318207926479302,1.3238703632858289,362.74734,False
Interval_69758,Interval_69758,7,102790282,ENSG00000161048,NAPEPLD,promoter-TSS,102789662.0,102789042,0.017435304322683254,0.00030933633295782137,2.188126132557209,109.61964,True
Interval_18334,Interval_18334,12,120111797,ENSG00000111725,PRKAB1,promoter-TSS,120111407.5,120111018,0.019791705274081806,0.08806196953411694,2.9026264850844856,19.725285,True
Interval_40704,Interval_40704,2,158485899,ENSG00000123612,ACVR1C,promoter-TSS,158485279.5,158484660,0.24420991759433275,0.0003180569611100914,1.1865903319929656,150.77222,True
Interval_1150,Interval_1150,1,27670457,ENSG00000142765,SYTL1,promoter-TSS,27669267.5,27668078,0.15329341317365275,0.047904191616765956,1.1706558686080017,200.21591,True
Interval_71653,Interval_71653,8,11755601,ENSG00000255144,RP11-589N15.1,promoter-TSS,11755048.5,11754496,0.2939817515693184,0.013046217708758245,2.0619539068945683,24.210867,True
Interval_41190,Interval_41190,2,175352364,ENSG00000226853,AC010894.3,promoter-TSS,175351659.5,175350955,0.09689711486118668,0.051097804391217916,1.2030015173944186,231.13586,True
Interval_72064,Interval_72064,8,28480845,ENSG00000012232,EXTL3,promoter-TSS,28480227.0,28479609,0.38167301760116135,0.859081836327345,1.1005183832462166,181.50012,True
Interval_1854,Interval_1854,1,43283355,ENSG00000164010,ERMAP,promoter-TSS,43282708.0,43282061,0.03261529564840249,0.012404221483302114,1.3758257918549304,148.12161,True
Interval_59952,Interval_59952,5,114938255,ENSG00000249249,AC010226.4,promoter-TSS,114937795.5,114937336,0.1613048368953881,0.06248593925759227,1.3187722787380236,75.314735,True
Interval_22756,Interval_22756,14,90798719,ENSG00000119720,NRDE2,promoter-TSS,90798206.0,90797693,0.050021685701893914,0.28593320803816635,1.3380387592714198,115.567894,True
Interval_79376,Interval_79376,X,70504100,ENSG00000147140,NONO,promoter-TSS,70503439.5,70502779,0.09050166257047854,0.07696978458869463,1.2865731516038266,96.55852,True
Interval_49039,Interval_49039,3,45706939,ENSG00000144791,LIMD1,promoter-TSS,45706367.0,45705795,0.07618110236220477,0.04670978627671529,1.4230561917601918,58.917553,True
Interval_10696,Interval_10696,10,124714168,ENSG00000119965,C10orf88,promoter-TSS,124713794.0,124713420,0.06702327598669944,0.12722278444412327,1.3129780256468153,127.31778,True
Interval_21116,Interval_21116,14,22984044,ENSG00000211861,TRAJ28,promoter-TSS,22983720.5,22983397,0.06945410292072318,0.0009561891515998955,3.1422266537373207,25.304426,True
Interval_47081,Interval_47081,22,38036462,ENSG00000100092,SH3BP1,promoter-TSS,38035461.5,38034461,0.14084140523348276,0.10813936677750435,1.2434606868393812,124.85641,True
Interval_24434,Interval_24434,15,59280713,ENSG00000157450,RNF111,promoter-TSS,59280055.5,59279398,0.306953881740639,0.014948677172184066,1.1617977897225584,101.11918,True
Interval_21016,Interval_21016,14,21699558,ENSG00000092199,HNRNPC,promoter-TSS,21699411.0,21699264,0.5313280283760764,0.2780475149179049,1.7973795844015639,26.113937,True
Interval_74806,Interval_74806,8,145670558,ENSG00000160949,TONSL,promoter-TSS,145669874.5,145669191,0.026658956194882122,0.36749156355455614,1.3929353304248815,75.8168,True
Interval_29321,Interval_29321,17,19552548,ENSG00000072210,ALDH3A2,promoter-TSS,19551895.0,19551242,0.05338414080929055,0.00518962075848306,1.2418862740186427,216.36613,True
Interval_39136,Interval_39136,2,91848360,ENSG00000143429,AC027612.6,promoter-TSS,91847907.0,91847454,0.5199061196105703,0.002868567454798465,1.6353125125310768,57.09665,True
Interval_78620,Interval_78620,X,24712551,ENSG00000101868,POLA1,promoter-TSS,24712036.0,24711521,0.13329583802024747,0.20447131608548874,1.3468324198969548,78.4211,True
Interval_33850,Interval_33850,19,1884778,ENSG00000129968,ABHD17A,promoter-TSS,1884398.5,1884019,0.2823959505061867,0.0030802977621164906,1.551159556644611,40.447678,True
Interval_703,Interval_703,1,17248633,ENSG00000058453,CROCC,promoter-TSS,17248315.0,17247997,0.037552155771905404,0.4025556328233655,3.5940423186421544,15.0182,True
Interval_53233,Interval_53233,4,1211418,ENSG00000159692,CTBP1,promoter-TSS,1210943.5,1210469,0.5023059617547807,0.026952605418524178,1.5181744633951348,40.413525,True
Interval_30681,Interval_30681,17,48638830,ENSG00000006283,CACNA1G,promoter-TSS,48638040.0,48637250,0.03339598091658236,0.010813936677750435,1.3732080422081272,99.571594,True
Interval_35391,Interval_35391,19,37862363,ENSG00000189164,ZNF527,promoter-TSS,37861942.0,37861521,0.5486482579152812,0.0015902848055516783,1.1758352211845682,159.7542,True
Interval_50871,Interval_50871,3,119814767,ENSG00000082701,GSK3B,promoter-TSS,119813776.5,119812786,0.2198952879581152,0.019197207678882888,1.0891600253785731,670.6757,True
Interval_35404,Interval_35404,19,38705347,ENSG00000011332,DPF1,promoter-TSS,38704923.0,38704499,1.0,0.003493172435693803,2.7396061492813932,41.74028,True
Interval_76065,Interval_76065,9,75766870,ENSG00000135046,ANXA1,promoter-TSS,75766749.5,75766629,0.141695416461311,0.0027106949236080924,2.8701289596626216,24.268602,True
Interval_33679,Interval_33679,18,77906247,ENSG00000267270,AC139100.2,promoter-TSS,77905688.0,77905129,0.10911136107986497,0.0002566914801763742,1.5691766154329212,53.656525,True
Interval_68786,Interval_68786,7,56033160,ENSG00000146729,GBAS,promoter-TSS,56032544.5,56031929,0.15839236663293332,0.4398727772155556,1.2320444052501687,99.60374,True
Interval_21847,Interval_21847,14,61748135,ENSG00000027075,PRKCH,promoter-TSS,61747574.0,61747013,0.17224230157582765,0.579386951631046,1.2237553957374292,88.73967,True
Interval_39841,Interval_39841,2,114190155,ENSG00000272563,RP11-480C16.1,promoter-TSS,114189605.0,114189055,0.7368518587153923,0.017123160742744892,1.9005453386383804,20.665998,True
Interval_6785,Interval_6785,1,229408012,ENSG00000177788,RP5-1061H20.4,promoter-TSS,229407287.0,229406562,0.08870897788058407,0.09064623391643833,1.288089968657176,101.53294,True
Interval_36146,Interval_36146,19,49589306,ENSG00000104852,SNRNP70,promoter-TSS,49588750.0,49588194,0.22443255746711,0.008905594911088666,1.195513159934186,134.14949,True
Interval_72616,Interval_72616,8,57906936,ENSG00000104331,IMPAD1,promoter-TSS,57906137.5,57905339,0.3891282347838658,0.03975712013878829,1.2685887035028638,154.2159,True
Interval_38653,Interval_38653,2,71192643,ENSG00000241159,RN7SL160P,promoter-TSS,71192269.5,71191896,0.41654026555900403,0.2050964926609572,1.2334728201164529,35.709602,True
Interval_13299,Interval_13299,11,76838794,ENSG00000137474,MYO7A,promoter-TSS,76838364.5,76837935,0.8864173228346457,0.10909387907497736,1.6989201083447032,35.822346,True
Interval_21175,Interval_21175,14,23772145,ENSG00000235194,PPP1R3E,promoter-TSS,23771338.5,23770532,0.3522113727742676,0.08213670304422727,1.079167590924173,325.22632,True
Interval_80303,Interval_80303,X,135850937,ENSG00000129675,ARHGEF6,promoter-TSS,135850161.0,135849385,0.031017997750281245,0.00539052108370508,1.5378228896932122,53.48408,True
Interval_23382,Interval_23382,14,105635851,ENSG00000184916,JAG2,promoter-TSS,105635374.0,105634897,0.052884198351886624,0.009898762654668603,1.3828597834180947,101.66166,True
Interval_40174,Interval_40174,2,132287586,ENSG00000163040,CCDC74A,promoter-TSS,132286352.0,132285118,0.29972531444267747,0.0006361139222201828,1.3970874637524409,148.53432,True
Interval_58196,Interval_58196,5,40836016,ENSG00000145592,RPL37,promoter-TSS,40835215.5,40834415,0.04768644529123567,0.5245508982035924,1.2490300457292034,130.31015,True
Interval_2757,Interval_2757,1,85742875,ENSG00000223653,RP11-131L23.1,promoter-TSS,85742223.0,85741571,0.1208500861573808,0.03032739804709894,1.1372998088858473,290.53036,True
Interval_33528,Interval_33528,18,72164121,ENSG00000133313,CNDP2,promoter-TSS,72163503.5,72162886,0.041299219742333526,0.13572854291417225,1.2586978617410753,199.2906,True
Interval_31124,Interval_31124,17,63053371,ENSG00000120063,GNA13,promoter-TSS,63052465.5,63051560,0.023625476320087047,0.07944111776447127,1.2943251072295043,211.11208,True
Interval_74626,Interval_74626,8,142167692,ENSG00000105339,DENND3,promoter-TSS,142167425.0,142167158,0.34604597368801504,0.0027106949236080924,2.0396358693375665,64.18908,True
Interval_14563,Interval_14563,11,124824417,ENSG00000149548,CCDC15,promoter-TSS,124823978.0,124823539,0.3004770854416655,0.3759433280323845,1.1644122281149378,111.30737,True
Interval_28292,Interval_28292,16,85644709,ENSG00000131149,GSE1,promoter-TSS,85644275.0,85643841,0.1935232037010265,0.08939820022497158,1.3409938477269647,62.815968,True
Interval_56890,Interval_56890,4,166129708,ENSG00000109466,KLHL2,promoter-TSS,166128835.0,166127962,0.3931409907457811,0.2886227544910178,1.0980594474362586,163.79283,True
Interval_72404,Interval_72404,8,42129567,ENSG00000253408,RP11-231D20.2,promoter-TSS,42128814.0,42128061,0.2909932051467399,0.01176810756108193,1.1683321076954487,132.17754,True
Interval_51357,Interval_51357,3,135916077,ENSG00000174579,MSL2,promoter-TSS,135915001.5,135913926,0.006088454910970653,0.0025272831705914767,1.2731470081766132,354.72565,True
Interval_16479,Interval_16479,12,53646523,ENSG00000182544,MFSD5,promoter-TSS,53645888.0,53645253,0.06719676160185051,0.48411136107986485,1.3129035246320107,80.81647,True
Interval_30942,Interval_30942,17,58213363,ENSG00000267248,CTD-2319I12.4,promoter-TSS,58212813.5,58212264,0.338413948256468,0.0007700744405291227,1.4431764631956223,57.09665,True
Interval_23409,Interval_23409,14,105941578,ENSG00000182809,CRIP2,promoter-TSS,105940813.0,105940048,0.0514384848922943,0.13994506288853548,1.3355381205382693,92.53001,True
Interval_32693,Interval_32693,18,33078214,ENSG00000153391,INO80C,promoter-TSS,33077586.0,33076958,0.3061442822032673,0.14121729073297706,1.1621086187629395,135.99596,True
Interval_77481,Interval_77481,9,130566093,ENSG00000136877,FPGS,promoter-TSS,130565417.0,130564741,0.5204279311840394,0.0798322972386879,1.1489497965551276,126.16473,True
Interval_27021,Interval_27021,16,30198847,ENSG00000102879,CORO1A,promoter-TSS,30197736.5,30196626,0.12682366456059735,0.0025272831705914767,1.1346418202212905,389.30386,True
Interval_1152,Interval_1152,1,27684264,ENSG00000142733,MAP3K6,promoter-TSS,27683609.5,27682955,0.06430533468266586,0.00030933633295782137,1.3358502057552515,119.005325,True
Interval_27488,Interval_27488,16,57683354,ENSG00000205336,GPR56,promoter-TSS,57682782.0,57682210,0.025084364454443175,0.03362658390311113,1.5633675704165653,56.606873,True
Interval_7055,Interval_7055,1,236850254,ENSG00000077522,ACTN2,promoter-TSS,236849756.5,236849259,0.42694793830070243,0.3053993375864137,1.719836819577796,21.714159,True
Interval_66758,Interval_66758,6,158403536,ENSG00000078269,SYNJ2,promoter-TSS,158402770.5,158402005,0.07036835420068954,0.009181636726546483,1.2234344951941454,182.38931,True
Interval_10770,Interval_10770,10,126481384,ENSG00000203791,METTL10,promoter-TSS,126480698.0,126480012,0.14451351742084717,0.020037588549949192,1.2413575720645056,106.17513,True
Interval_7354,Interval_7354,10,3215643,ENSG00000107959,PITRM1,promoter-TSS,3215019.5,3214396,0.017231476163124593,0.0037909247558878256,1.2282158544934527,325.22632,True
Interval_3443,Interval_3443,1,110212693,ENSG00000213366,GSTM2,promoter-TSS,110212262.0,110211831,0.31422673864718953,0.0017465862178475122,2.454464687548037,35.822346,True
Interval_54813,Interval_54813,4,78079664,ENSG00000138764,CCNG2,promoter-TSS,78078678.0,78077692,0.3499909272364362,0.021956087824351878,1.1215190992418056,257.26166,True
Interval_37554,Interval_37554,2,32503588,ENSG00000119820,YIPF4,promoter-TSS,32503014.5,32502441,0.17993349718085871,0.015466816647919157,1.7085959466096747,91.453575,True
Interval_27688,Interval_27688,16,67907548,ENSG00000038358,EDC4,promoter-TSS,67907047.5,67906547,0.20809898762654666,0.27994938132733393,1.2835662955168323,46.844597,True
Interval_53333,Interval_53333,4,2758552,ENSG00000168884,TNIP2,promoter-TSS,2758085.0,2757618,0.05273962700592738,0.012404221483302114,1.332967786930564,102.13037,True
Interval_17849,Interval_17849,12,104681516,ENSG00000198431,TXNRD1,promoter-TSS,104680953.0,104680390,0.17278170930865544,0.11297405189620768,1.1622421733503712,229.5497,True
Interval_22418,Interval_22418,14,74486454,ENSG00000119636,CCDC176,promoter-TSS,74485790.0,74485126,0.21139222206158736,0.4351019227989018,1.202011829283578,144.22897,True
Interval_61246,Interval_61246,5,156594585,ENSG00000170613,FAM71B,promoter-TSS,156594124.0,156593663,0.26044253363478,0.17408546755123933,1.7595647138673565,15.027578,True
Interval_33469,Interval_33469,18,67624886,ENSG00000150637,CD226,promoter-TSS,67624057.0,67623228,0.4477575160177427,0.0027106949236080924,1.7765104216989918,52.00303,True
Interval_27510,Interval_27510,16,58035552,ENSG00000166188,ZNF319,promoter-TSS,58033979.5,58032407,0.2855829982768524,0.8226306720275702,1.0920540572004735,289.63678,True
Interval_18260,Interval_18260,12,116716118,ENSG00000123066,MED13L,promoter-TSS,116715679.5,116715241,0.1402631198496458,0.39311840393234043,1.2440733326061477,104.350685,True
Interval_62852,Interval_62852,6,28304537,ENSG00000235109,ZSCAN31,promoter-TSS,28303567.0,28302597,0.015787190978748034,0.0003180569611100914,1.4390060564953995,172.90965,True
Interval_32274,Interval_32274,18,9137867,ENSG00000101745,ANKRD12,promoter-TSS,9136877.0,9135887,0.7713787085514834,0.029063756461803814,1.084723433140745,394.93604,True
Interval_46710,Interval_46710,22,29469393,ENSG00000183762,KREMEN1,promoter-TSS,29468930.5,29468468,0.8366343790660691,0.17941507311586002,1.2135059287339627,73.04547,True
Interval_26434,Interval_26434,16,11946040,ENSG00000171490,RSL1D1,promoter-TSS,11945485.5,11944931,0.27856006939424605,0.006361139222206713,1.2531517207887537,128.53421,True
Interval_31447,Interval_31447,17,73106681,ENSG00000125449,ARMC7,promoter-TSS,73105932.5,73105184,0.978401040913691,0.1750843644544432,1.2143672576099136,56.492023,True
Interval_36511,Interval_36511,19,55919848,ENSG00000108106,UBE2S,promoter-TSS,55919225.5,55918603,0.4565051714752314,0.03632734530938142,1.1142042451021026,249.91122,True
Interval_70553,Interval_70553,7,130598818,ENSG00000226380,MIR29A,promoter-TSS,130598135.0,130597452,0.13609946508602,0.0003180569611100914,1.2470007547778503,111.76123,True
Interval_72759,Interval_72759,8,64081888,ENSG00000185728,YTHDF3,promoter-TSS,64081193.0,64080498,0.13587370713119218,0.13612774451097798,1.1798318104909031,271.6997,True
Interval_28750,Interval_28750,17,3820422,ENSG00000108405,P2RX1,promoter-TSS,3820038.0,3819654,0.08480153081464537,0.02763020428123697,1.5603952218358872,29.324558,True
Interval_60351,Interval_60351,5,132362725,ENSG00000155329,ZCCHC10,promoter-TSS,132362173.5,132361622,0.24970362874078356,0.09713160854893177,1.2306461048838568,72.22994,True
Interval_78551,Interval_78551,X,21393574,ENSG00000149970,CNKSR2,promoter-TSS,21392641.0,21391708,0.1703628740783577,0.2980193725603584,1.2247974438471496,104.56643,True
Interval_54399,Interval_54399,4,56225304,ENSG00000128039,SRD5A3,promoter-TSS,56225073.0,56224842,0.06658553546592494,0.11952364394993076,3.206838393705324,19.289413,True
Interval_2904,Interval_2904,1,90099657,ENSG00000231999,RP5-1007M22.2,promoter-TSS,90098871.0,90098085,0.1924514607149338,0.0714570858283432,1.1546716227729212,232.48857,True
Interval_66229,Interval_66229,6,143382611,ENSG00000146416,AIG1,promoter-TSS,143381745.0,143380879,0.21055370825502384,0.0021653543307084133,1.3221222676509894,88.565506,True
Interval_35701,Interval_35701,19,42724729,ENSG00000160570,DEDD2,promoter-TSS,42724351.0,42723973,0.265606476796299,0.0327598669943614,1.1784919255282869,117.326805,True
Interval_36375,Interval_36375,19,54385608,ENSG00000126583,PRKCG,promoter-TSS,54385053.5,54384499,0.9923955472025444,0.0002566914801763742,1.6156587454464553,59.2492,True
Interval_68169,Interval_68169,7,30068965,ENSG00000106086,PLEKHA8,promoter-TSS,30067523.0,30066081,0.0437679494543366,0.006318207926479302,1.1847223664056026,269.08398,True
Interval_25386,Interval_25386,15,85260317,ENSG00000140612,SEC11A,promoter-TSS,85259574.0,85258831,0.03313373253493013,0.3644710578842314,1.2726747845771682,172.16615,True
Interval_10584,Interval_10584,10,120515121,ENSG00000151893,CACUL1,promoter-TSS,120514400.5,120513680,0.12665577935039007,0.40279441117764514,1.1849743473612884,191.58775,True
Interval_4527,Interval_4527,1,157108878,ENSG00000117036,ETV3,promoter-TSS,157108188.5,157107499,0.0812201821598959,0.012404221483302114,1.2969569760399045,126.40745,True
Interval_68873,Interval_68873,7,66120278,ENSG00000226824,RP4-756H11.3,promoter-TSS,66119605.0,66118932,0.1625271071273674,0.530837068093104,1.229672079602927,135.32062,True
Interval_14971,Interval_14971,12,3982969,ENSG00000111224,PARP11,promoter-TSS,3982429.0,3981889,0.7278878126355357,0.06711001879427447,1.150604434242528,150.35622,True
Interval_73316,Interval_73316,8,91014578,ENSG00000104325,DECR1,promoter-TSS,91013756.0,91012934,0.011467973144619892,0.07744510978043895,1.3373371140418007,237.77428,True
Interval_36197,Interval_36197,19,50064382,ENSG00000142546,NOSIP,promoter-TSS,50063834.0,50063286,0.26937570303712033,0.0009561891515998955,1.595785702772974,32.68489,True
Interval_1588,Interval_1588,1,36852506,ENSG00000196182,STK40,promoter-TSS,36851693.5,36850881,0.10258472142446873,0.0037909247558878256,1.1452036106039087,335.32135,True
Interval_44289,Interval_44289,20,37275454,ENSG00000124143,ARHGAP40,promoter-TSS,37275027.0,37274600,0.4560179977502812,0.6589270296128625,1.1914035146312005,31.795738,True
Interval_78875,Interval_78875,X,42637941,ENSG00000102055,PPP1R2P9,promoter-TSS,42637579.0,42637217,0.16608447126071768,0.0017465862178475122,3.3801072127536083,27.978792,True
Interval_14214,Interval_14214,11,116969657,ENSG00000160584,SIK3,promoter-TSS,116969031.0,116968405,0.2091947376030071,0.05120717073876013,1.2030674873230345,100.50641,True
Interval_46017,Interval_46017,21,45209887,ENSG00000160214,RRP1,promoter-TSS,45209315.0,45208743,0.1189243891860633,0.15095613048368917,1.428719547299391,79.416504,True
Interval_54807,Interval_54807,4,77997935,ENSG00000118816,CCNI,promoter-TSS,77996930.5,77995926,0.11947015060787514,0.35449101796407223,1.1890190089092916,266.86185,True
Interval_35582,Interval_35582,19,41077126,ENSG00000160460,SPTBN4,promoter-TSS,41076648.5,41076171,0.15255168425618038,0.01590284805551556,1.2361748676354005,114.84018,True
Interval_45530,Interval_45530,21,30397864,ENSG00000273254,RP1-100J12.1,promoter-TSS,30397229.5,30396595,0.10005443658138269,1.0,1.2006204201054773,191.02884,True
Interval_51414,Interval_51414,3,138313942,ENSG00000114107,CEP70,promoter-TSS,138313360.0,138312778,0.27968772589272806,0.0015902848055516783,1.1719611377008468,176.66855,True
Interval_69281,Interval_69281,7,87564174,ENSG00000008277,ADAM22,promoter-TSS,87563613.5,87563053,0.16978458869452073,0.0003180569611100914,1.4259637601363087,167.27127,True
