gene_name,transcript_length,GC_content,gene_name,highly_variable,highly_variable_rank,means,variances,variances_norm,n_counts,n_cells,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts
SLC35E2B,4311.5,53.64,SLC35E2B,False,,1.0398823144818568,1.9081538121756791,0.7012854334750418,296531.88,1588,False,1588,2.4668174,1.243237,48.087610330173256,7545.9946,8.928905
RP11-345P4.7,1422.0,52.67,RP11-345P4.7,False,,0.13991500490356326,0.283883707619776,1.0977667424769348,32999.41,278,False,278,0.40978155,0.34343475,90.91206276560968,1253.5217,7.1345096
CDK11A,1353.0833333333333,51.99,CDK11A,False,,0.2772147760706113,0.44503658269853696,0.8188532446054599,68620.89,600,False,600,0.8670901,0.6243811,80.38574697613599,2652.4287,7.883608
RP1-283E3.4,791.0,50.91,RP1-283E3.4,True,6653.0,0.36057535142203334,0.8369147767761597,1.1470847381592493,80971.664,616,False,616,0.9217406,0.6532313,79.86270022883295,2819.6045,7.9447064
SLC35E2,1287.0,52.17,SLC35E2,False,,0.17848970251716248,0.33045932715030485,0.984033152646246,41633.684,376,False,376,0.547197,0.4364449,87.70840143837856,1673.8756,7.4234943
NADK,1305.5263157894738,53.700000000000024,NADK,False,,0.7656096763648251,1.709922216466166,0.9417165656724794,153238.86,1145,False,1145,1.7221218,1.0014117,62.569467146126186,5267.9707,8.569591
GNB1,1257.75,46.68,GNB1,False,,3.050670153644982,11.948707039302045,0.9155710149663729,580132.44,2255,False,2255,3.8985798,1.5889454,26.283099051977764,11925.756,9.386539
PRKCZ,985.0370370370371,56.440000000000026,PRKCZ,True,3651.0,0.17816279830009807,0.4342384810093019,1.2956359762610106,42165.625,315,False,315,0.4725295,0.38698167,89.7025171624714,1445.4678,7.27688
C1orf86,1776.0666666666666,60.960000000000015,C1orf86,False,,0.40339980385746976,0.7391120477566698,0.8909625240754815,104418.2,760,False,760,1.107035,0.74528176,75.15527950310559,3386.4202,8.127824
SKI,1674.5,57.48,SKI,False,,0.10264792415822165,0.1699700954265259,0.9184786075959875,24395.314,242,False,242,0.34449795,0.29602066,92.08891794704151,1053.8192,6.961125
RER1,1243.0,53.84000000000002,RER1,False,,1.170644001307617,2.6844093627591237,0.8396337357715764,246024.72,1572,False,1572,2.4185667,1.2292213,48.610657077476304,7398.3955,8.909154
PEX10,1094.111111111111,62.25,PEX10,False,,0.11180124223602485,0.2196742888015958,1.0827628586335378,19126.889,218,False,218,0.29822844,0.2610006,92.87348806799608,912.28076,6.8170433
PANK4,1128.75,60.71000000000001,PANK4,False,,0.40045766590389015,0.774506003684683,0.9414796666910866,77020.16,735,False,735,1.0585152,0.7219849,75.97254004576659,3237.998,8.083019
RP3-395M20.12,996.0,69.48,RP3-395M20.12,True,7482.0,0.11376266753841124,0.23035009538804202,1.1143145135881374,26177.785,230,False,230,0.3380154,0.29118747,92.4812030075188,1033.9891,6.9421463
RP3-395M20.8,1772.6666666666667,62.87,RP3-395M20.8,True,5594.0,0.2177182085648905,0.5013079375721976,1.2027541793215586,69956.21,388,False,388,0.5800517,0.45745757,87.31611637790128,1774.3783,7.4817686
TNFRSF14,1266.75,64.05999999999997,TNFRSF14,False,,1.476299444262831,3.76031121965635,0.850090824861146,392215.03,1786,False,1786,2.889995,1.3584079,41.61490683229814,8840.495,9.087212
FAM213B,1652.0666666666666,64.59000000000002,FAM213B,True,7323.0,0.3265773128473357,0.7314418785040881,1.122196951979261,63869.297,557,False,557,0.8077532,0.59208477,81.79143510951292,2470.917,7.8127494
TPRG1L,2301.5,52.22,TPRG1L,True,4721.0,0.32036613272311215,0.7887642870933136,1.2364008199454808,69118.69,538,False,538,0.79502213,0.5850173,82.41255312193528,2431.9727,7.7968693
WRAP73,1461.7,55.25,WRAP73,False,,0.2840797646289637,0.48402049854068835,0.8667689352530245,80704.27,578,False,578,0.8131004,0.5950383,81.10493625367768,2487.2742,7.8193445
TP73-AS1,2179.5714285714284,54.43,TP73-AS1,True,5399.0,0.12291598561621445,0.2713484595841414,1.2074856810108994,28080.877,226,False,226,0.32848418,0.28403857,92.61196469434456,1004.8331,6.9135714
LRRC47,1219.0,54.46,LRRC47,False,,0.31415495259888854,0.6563430642748459,1.0514987465925314,68955.62,579,False,579,0.839803,0.6096585,81.07224583197123,2568.9573,7.8516445
CEP104,1336.8181818181818,47.92000000000001,CEP104,False,,0.4749918273945734,0.9950414894688338,0.9907591963934043,115505.24,814,False,814,1.2001256,0.78851444,73.38999673095783,3671.184,8.208542
DFFB,2036.1666666666667,51.659999999999975,DFFB,False,,0.2337365152010461,0.4433873092319334,0.9850926271779885,55467.902,469,False,469,0.680494,0.5190878,84.66819221967963,2081.631,7.6413875
C1orf174,2560.6666666666665,49.32,C1orf174,False,,0.45210853220006536,0.7533465990736847,0.7956557014624451,94027.85,864,False,864,1.2269728,0.8006432,71.75547564563583,3753.3098,8.2306595
NPHP4,3325.8,49.94,NPHP4,True,5614.0,0.2445243543641713,0.5680496347075239,1.2014416123151268,50502.336,417,False,417,0.60564023,0.47352257,86.36809414841451,1852.6534,7.524914
KCNAB2,1612.1,56.049999999999976,KCNAB2,False,,2.1654135338345863,5.800621566997948,0.749586271293634,434323.0,2133,False,2133,3.5291724,1.5105393,30.27133050016345,10795.738,9.287
RPL22,1003.75,50.61000000000001,RPL22,False,,25.393265773128473,478.1974824313024,1.0259733849378723,4676370.5,2772,False,2772,6.614299,2.0300279,9.382151029748286,20233.14,9.915127
ICMT,1863.6,49.59,ICMT,True,4283.0,0.620137299771167,1.7575538071727117,1.2653026502596825,105710.875,837,False,837,1.2215933,0.7982246,72.6381170317097,3736.8538,8.226267
ACOT7,1464.6363636363637,54.0,ACOT7,True,974.0,1.1386073880353056,5.132514868369193,1.6676067867669027,179842.73,1025,False,1025,1.58983,0.95159227,66.49231775089899,4863.29,8.489676
TNFRSF25,1203.3,59.700000000000024,TNFRSF25,False,,0.34455704478587773,0.5869316137330564,0.847582750829592,92008.67,705,False,705,1.0514001,0.7185225,76.95325269695978,3216.233,8.076277
NOL9,1877.8,47.78,NOL9,False,,0.28277214776070614,0.5292354781514026,0.9525902645611862,83122.55,562,False,562,0.80605096,0.59114265,81.6279830009807,2465.71,7.8106403
ZBTB48,1423.25,57.77999999999999,ZBTB48,False,,0.3040209218698921,0.624349425330605,1.0372759274020344,70291.734,554,False,554,0.8206169,0.5991754,81.88950637463223,2510.267,7.8285427
KLHL21,2695.8,54.46,KLHL21,False,,0.18829682902909448,0.30200818393696666,0.8483455694239739,38163.89,408,False,408,0.5726256,0.45274657,86.66230794377248,1751.6616,7.4688907
PHF13,2239.5,54.99,PHF13,False,,0.12258908139915005,0.22139604135883545,0.9880414011646576,21664.508,257,False,257,0.3520444,0.30161783,91.59856162144492,1076.9038,6.9827733
THAP3,1030.875,56.769999999999996,THAP3,False,,0.44982020268061457,0.991840222731018,1.0538415861474437,89782.586,748,False,748,1.0998347,0.7418586,75.54756456358287,3364.3943,8.121301
DNAJC11,1410.857142857143,46.600000000000016,DNAJC11,False,,0.5828702190258255,1.2229373444986722,0.9507701447032321,105520.9,966,False,966,1.3937731,0.8728708,68.42105263157895,4263.552,8.358092
CAMTA1,1567.2941176470588,48.0,CAMTA1,True,6824.0,0.9271003595946388,2.66276761942105,1.1412065258231967,172631.31,1143,False,1143,1.7434217,1.0092059,62.63484798953907,5333.127,8.581881
VAMP3,1144.3333333333333,42.77,VAMP3,False,,0.5890813991500491,1.1074150813380064,0.8497916262814086,130424.555,1014,False,1014,1.4952161,0.91437536,66.85191238966983,4573.866,8.428332
PARK7,811.3,45.40999999999999,PARK7,True,3125.0,10.885910428244525,138.8689282993646,1.3355487761994729,2099201.2,2561,False,2561,5.3119655,1.8424472,16.279830009807128,16249.303,9.695867
RERE,2044.111111111111,41.89999999999999,RERE,False,,0.42726381170317096,0.6587855454885374,0.7433272688856978,103895.96,868,False,868,1.2786491,0.82358277,71.62471395881008,3911.3877,8.271903
ENO1,1131.6666666666667,50.23,ENO1,True,183.0,20.86858450474011,858.1874332802147,2.62880913284468,3155493.2,2669,False,2669,5.853689,1.924787,12.749264465511601,17906.436,9.792972
HMGN2P17,508.0,48.05,HMGN2P17,False,,2.1124550506701536,8.069102505745267,1.0820248936941417,316870.84,1724,False,1724,2.8361874,1.344479,43.64171297809742,8675.897,9.068419
H6PD,5812.333333333333,52.29,H6PD,False,,0.2922523700555737,0.6274448597679236,1.0889211807943153,74962.82,535,False,535,0.79426,0.5845927,82.51062438705459,2429.6414,7.7959104
SLC25A33,3854.0,45.5,SLC25A33,False,,0.12978097417456685,0.22873674076281791,0.9596387277610803,24689.184,283,False,283,0.3846883,0.32547504,90.74861065707748,1176.7615,7.071371
TMEM201,2716.8333333333335,59.37,TMEM201,False,,0.08401438378555083,0.15284771202325442,1.0262077999282961,26720.863,173,False,173,0.22677644,0.20438994,94.34455704478589,693.7091,6.5434933
PIK3CD,2441.714285714286,51.32999999999999,PIK3CD,False,,2.668192219679634,7.865341760292549,0.74077131525285,710910.06,2246,False,2246,3.856935,1.5804076,26.577312847335733,11798.364,9.375801
CLSTN1,3598.5,47.37,CLSTN1,False,,0.8806799607714939,1.6492636316813576,0.7565913457599089,196409.62,1400,False,1400,2.1254327,1.1395727,54.233409610983976,6501.6987,8.779973
CTNNBIP1,1384.2,51.39,CTNNBIP1,False,,0.14449166394246485,0.2629609825171458,0.9822714693777742,28113.889,302,False,302,0.41821164,0.34939668,90.12749264465512,1279.3094,7.154857
LZIC,1121.5,43.88999999999999,LZIC,False,,0.6132723112128147,1.388980099465268,1.013965127719375,138159.39,967,False,967,1.4149396,0.8816743,68.3883622098725,4328.3003,8.373161
NMNAT1,1538.4,46.13,NMNAT1,False,,0.16966328865642366,0.31685570738630503,0.9966090421991985,38809.62,352,False,352,0.49641296,0.4030709,88.49297155933311,1518.5272,7.3261547
UBE4B,2103.3636363636365,44.12,UBE4B,False,,0.41320693036940176,0.7232525964725623,0.8481625764481964,102594.945,829,False,829,1.1850427,0.7816354,72.89964040536123,3625.0457,8.195898
KIF1B,4289.3,41.99,KIF1B,False,,0.2343903236351749,0.40580187637461673,0.8988545029657317,69525.19,479,False,479,0.6893549,0.5243467,84.34128800261523,2108.7366,7.6543183
RNU6-37P,107.0,45.79,RNU6-37P,False,,0.3187316116377901,0.3800643161063259,0.5991640149803136,80897.94,771,False,771,1.1019017,0.7428425,74.79568486433475,3370.7173,8.123178
PGD,912.9166666666666,47.69,PGD,True,1751.0,1.1641059169663288,4.74415265849668,1.4953418494575592,203193.33,1170,False,1170,1.8171468,1.0357246,61.75220660346519,5558.652,8.623291
APITD1,894.4285714285714,47.92000000000001,APITD1,False,,0.16443282118339328,0.3218738688504759,1.0469925822466033,22233.387,326,False,326,0.42838854,0.3565469,89.34292252370055,1310.4406,7.1788816
DFFA,2726.3333333333335,48.52,DFFA,True,7465.0,0.9741745668519124,2.7792543462332593,1.1150386213767298,201570.77,1253,False,1253,1.9181075,1.0709352,59.03890160183066,5867.4907,8.677353
PEX14,1014.0,45.03,PEX14,False,,0.40666884602811376,0.7547756558342207,0.9014739969783596,79994.28,760,False,760,1.0945919,0.7393587,75.15527950310559,3348.3564,8.116524
CASZ1,2272.222222222222,56.730000000000004,CASZ1,False,,0.16966328865642366,0.3162016851495487,0.9945519403078454,42553.688,365,False,365,0.5346261,0.4282868,88.06799607714939,1635.4213,7.400267
TARDBP,1176.4,44.019999999999996,TARDBP,False,,2.192873488067996,8.29960910465653,1.0524699582539578,359593.56,1911,False,1911,3.1544836,1.4241881,37.52860411899314,9649.565,9.174772
RP4-635E18.8,870.0,42.99,RP4-635E18.8,False,,0.08662961752206604,0.12100822477326767,0.7857845650746733,21363.21,214,False,214,0.30180028,0.26374814,93.00424975482183,923.2071,6.828936
SRM,669.3333333333334,59.88,SRM,True,2551.0,0.43053285387381496,1.2465625348097475,1.3941587341079675,77940.4,650,False,650,0.9349077,0.66005963,78.751225890814,2859.8826,7.9588857
EXOSC10,1386.6666666666667,46.38,EXOSC10,False,,1.093167701863354,2.5966145209185654,0.8918512368359113,224896.11,1457,False,1457,2.2394946,1.1754173,52.3700555737169,6850.614,8.832239
MTOR,2618.1428571428573,44.540000000000006,MTOR,False,,0.6237332461588755,1.1994496292769272,0.8572777589944215,155743.75,1079,False,1079,1.5943245,0.95332617,64.72703497875123,4877.0386,8.492498
UBIAD1,1673.75,48.21,UBIAD1,False,,0.3543641712978097,0.7265759445105237,1.0160099796357691,67219.19,639,False,639,0.91615784,0.6503221,79.11082052958484,2802.5269,7.9386334
FBXO44,1593.2222222222222,54.94,FBXO44,False,,0.3824779339653481,0.8235777688883437,1.0550656095182231,99136.68,678,False,678,1.0342233,0.71011406,77.83589408303368,3163.689,8.05981
FBXO6,1083.6666666666667,55.28,FBXO6,False,,0.5380843412880026,1.1832286377501366,1.014080605144824,125686.68,883,False,883,1.3102113,0.837339,71.13435763321347,4007.9365,8.296281
MAD2L2,1042.111111111111,53.90999999999998,MAD2L2,False,,0.4396861719516182,1.015572955763591,1.1083243447696658,78523.56,718,False,718,1.0129285,0.6995906,76.52827721477607,3098.5483,8.039012
AGTRAP,911.0714285714286,54.37,AGTRAP,False,,1.068649885583524,2.7886146252542594,0.9877434054726592,201255.97,1372,False,1372,2.1172793,1.1369606,55.1487414187643,6476.7573,8.77613
MTHFR,3424.222222222222,54.52999999999999,MTHFR,False,,0.3255966001961425,0.6428076475489318,0.9895399868063137,76386.42,602,False,602,0.89568275,0.63957906,80.32036613272311,2739.8936,7.9160395
CLCN6,2392.777777777778,47.769999999999996,CLCN6,False,,0.2020268061457993,0.374475943035284,0.9741597152908562,44868.01,411,False,411,0.5873342,0.462056,86.56423667865316,1796.6554,7.4942384
RNU5E-1,120.0,40.0,RNU5E-1,True,7423.0,0.2971559333115397,0.6556197699868553,1.1170877803177313,52387.09,536,False,536,0.76266915,0.5668292,82.47793396534814,2333.005,7.755341
RNU5E-4P,120.0,33.33,RNU5E-4P,False,,0.07224583197123242,0.11675398009625806,0.9238451508431411,13103.158,168,False,168,0.22594751,0.20371403,94.50800915331807,691.17346,6.5398364
KIAA2013,2677.0,55.79,KIAA2013,False,,0.44883949002942136,0.8955995357062156,0.9540374818652028,96099.195,782,False,782,1.149269,0.7651278,74.43609022556392,3515.6138,8.165254
PLOD1,1326.4,53.540000000000006,PLOD1,False,,0.19418110493625368,0.3841257108135588,1.0432595506775655,34045.363,378,False,378,0.5285727,0.4243344,87.64302059496568,1616.9038,7.3888865
MFN2,1823.8333333333333,51.12,MFN2,False,,0.9195815626021576,2.0935961623283617,0.9070257952333425,174233.95,1316,False,1316,1.9789642,1.0915756,56.97940503432495,6053.6514,8.708582
MIIP,1151.375,55.62,MIIP,False,,0.32886564236678656,0.6707525061409431,1.0210577447549039,64264.816,611,False,611,0.87434524,0.6282594,80.02615233736515,2674.622,7.8919373
TNFRSF1B,2058.0,55.39,TNFRSF1B,False,,2.191238966982674,6.206384958899619,0.7879089904761886,545844.3,2076,False,2076,3.4701996,1.4974331,32.13468453743054,10615.341,9.270149
VPS13D,4312.875,42.33,VPS13D,False,,0.7639751552795031,1.4158240883295465,0.7818991192577253,229929.3,1278,False,1278,1.942596,1.0792922,58.22164105916967,5942.401,8.690037
DHRS3,1031.0,51.31,DHRS3,True,4783.0,0.07780320366132723,0.1685686192049067,1.2304376547509683,20965.64,155,False,155,0.2364063,0.21220903,94.9329846355018,723.1669,6.585022
HNRNPCL1,1108.0,46.13,HNRNPCL1,False,,0.08368747956848643,0.0865192953664056,0.5833537880091262,13364.935,241,False,241,0.30697778,0.26771742,92.12160836874796,939.045,6.8459277
PRDM2,2571.0714285714284,43.440000000000005,PRDM2,False,,0.8179143510951291,1.5086913975016139,0.7626279206019599,210642.67,1372,False,1372,2.0737736,1.122906,55.1487414187643,6343.674,8.755371
EFHD2,1659.0,56.77,EFHD2,False,,2.908466819221968,13.46251494747623,1.1105520494039096,605628.25,1995,False,1995,3.4701107,1.4974132,34.78260869565217,10615.068,9.270124
CASP9,1473.8181818181818,48.699999999999996,CASP9,False,,0.16704805491990846,0.29092166250357254,0.9304340578334386,31606.328,351,False,351,0.48847264,0.39775053,88.52566198103955,1494.2378,7.3100405
DNAJC16,2576.3333333333335,44.67000000000001,DNAJC16,False,,0.20071918927754168,0.36846253034126397,0.9652940737290824,59441.043,437,False,437,0.6276177,0.4871174,85.71428571428572,1919.8826,7.56054
AGMAT,2500.0,49.63,AGMAT,True,7430.0,0.17358613926119648,0.363906396354581,1.1167687008105036,31947.717,342,False,342,0.4771041,0.3900835,88.81987577639751,1459.4614,7.2865076
CHCHD2P6,454.5,60.82,CHCHD2P6,False,,0.32723112128146453,0.45240080039151614,0.6925307530740799,53312.26,734,False,734,0.9979564,0.69212484,76.00523046747303,3052.7485,8.024125
DDI2,2652.6666666666665,42.4,DDI2,False,,0.4906832298136646,1.0354756285316207,0.9916242692659856,121755.49,814,False,814,1.2020365,0.78938264,73.38999673095783,3677.0295,8.210133
PLEKHM2,2423.0,52.0,PLEKHM2,False,,0.5135665250081726,1.0504208597816067,0.9523552616953892,130985.65,863,False,863,1.2802422,0.8242817,71.78816606734226,3916.2607,8.273148
RP11-169K16.6,490.0,50.82,RP11-169K16.6,False,,0.10460934946060804,0.11462557494198969,0.60690934873919,22121.45,294,False,294,0.39762464,0.3347741,90.38901601830663,1216.3337,7.1044183
RP11-169K16.7,396.0,45.93,RP11-169K16.7,False,,0.8947368421052632,1.743657705414639,0.7833327356460629,196078.61,1382,False,1382,2.0407012,1.1120881,54.82183720169991,6242.505,8.739297
RP11-169K16.8,441.0,55.63,RP11-169K16.8,False,,0.3187316116377901,0.4003390054457639,0.6311266690688322,62471.47,750,False,750,1.0406866,0.71328634,75.48218372017,3183.4604,8.066038
RP11-169K16.9,2132.0,50.07,RP11-169K16.9,True,3738.0,0.2291598561621445,0.5678086791466078,1.2888879608490391,86103.14,389,False,389,0.5665641,0.44888473,87.28342595619483,1733.1195,7.4582553
SPEN,3360.6,42.99,SPEN,False,,0.8048381824125531,1.5135671664160455,0.7813227530057791,181790.92,1336,False,1336,1.9954509,1.0970948,56.325596600196135,6104.084,8.716877
ZBTB17,1111.8823529411766,51.22000000000002,ZBTB17,False,,0.2546583850931677,0.5312691687417974,1.0744917336585187,53257.3,486,False,486,0.6975953,0.5292127,84.11245505067015,2133.944,7.666196
ARHGEF19,1317.5,57.32999999999999,ARHGEF19,False,,0.19875776397515527,0.37382448643005256,0.9898444032546758,37028.863,400,False,400,0.5570097,0.4427671,86.92383131742399,1703.8927,7.4412575
FBXO42,2805.0,43.85,FBXO42,False,,0.4658385093167702,0.7950229314007718,0.8102797113962827,93148.734,889,False,889,1.2826153,0.82532185,70.93821510297482,3923.5203,8.275
SZRD1,1503.8181818181818,48.100000000000016,SZRD1,False,,1.5014710689767898,4.187947475536152,0.9242316804896108,295989.6,1708,False,1708,2.6885946,1.3052455,44.16475972540046,8224.411,9.014983
SPATA21,1840.8,50.37,SPATA21,False,,0.06897678980058843,0.09301697101114333,0.7740973537211094,14279.324,177,False,177,0.2425943,0.21720137,94.21379535796012,742.09595,6.610825
NECAP2,1339.3846153846155,49.399999999999984,NECAP2,False,,1.4491663942464859,3.4103483892431052,0.7915734902651359,316206.75,1770,False,1770,2.7975774,1.3343633,42.137953579601174,8557.789,9.054714
RNU1-1,164.0,54.27,RNU1-1,False,,0.6642693690748611,1.6625914460561895,1.0976910278598617,131200.11,1042,False,1042,1.545872,0.9344732,65.93658058188952,4728.8223,8.461643
NBPF1,2260.0,43.99,NBPF1,False,,0.11376266753841124,0.153175471450829,0.7409836348269379,46144.5,286,False,286,0.42267972,0.35254222,90.65053939195815,1292.9773,7.165476
CROCCP2,2185.6666666666665,53.25,CROCCP2,False,,0.7963386727688787,1.7286196838243921,0.9047332960418687,230903.31,1246,False,1246,1.9150102,1.0698733,59.26773455377574,5858.016,8.675737
RNU1-3,164.0,54.27,RNU1-3,False,,0.4946060804184374,0.9864816874842739,0.9357252763865178,95306.29,905,False,905,1.312761,0.838442,70.41516835567178,4015.7358,8.298224
EIF1AXP1,435.0,38.62,EIF1AXP1,False,,0.16999019287348807,0.22812462384100066,0.7160388348964887,26063.41,414,False,414,0.5405639,0.43214852,86.46616541353383,1653.585,7.4113054
CROCC,1759.923076923077,49.13999999999999,CROCC,False,,0.17685518143184048,0.3189409244098678,0.9592451750760277,41379.984,375,False,375,0.5435128,0.43406087,87.74109186008499,1662.6057,7.416743
RNU1-2,164.0,54.27,RNU1-2,False,,0.08303367113435764,0.13502598022625056,0.9182131374740253,16458.07,189,False,189,0.2587978,0.23015714,93.82151029748283,791.6625,6.6753974
ATP13A2,1533.0,57.23000000000001,ATP13A2,False,,0.32919254658385094,0.6859068363603812,1.042962375647815,66459.07,574,False,574,0.83369225,0.6063316,81.23569794050343,2550.2646,7.8443446
