gene_name,transcript_length,GC_content,gene_name,highly_variable,highly_variable_rank,means,variances,variances_norm,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,on_ratio,F_pval,K_pval,chi2_pval,pathway
NADK,1305.5263157894738,53.700000000000024,NADK,True,4795.0,13.098425196850394,4796.958653636675,1.1217361231655913,False,18,0.33649072,0.29004732,92.91338582677166,85.46864,4.4597816,0.056451612903225805,0.2673429579776656,0.6545785674359841,0.40682798934333775,
GNB1,1257.75,46.68,GNB1,False,,46.89370078740158,17162.530157791538,0.9722147991168514,False,59,1.0672457,0.72621715,76.77165354330708,271.0804,5.6060977,0.20161290322580644,0.42262519688391736,0.6175262536002838,0.9735184834801923,
C1orf86,1776.0666666666666,60.960000000000015,C1orf86,False,,24.26771653543307,4246.204724409448,0.4881992976995744,False,45,0.7963496,0.5857566,82.28346456692913,202.2728,5.314549,0.16532258064516128,0.5715092613867407,0.5642215887615324,0.8743199646023815,
RER1,1243.0,53.84000000000002,RER1,False,,84.19685039370079,28874.221966325356,0.8780808086013837,False,76,1.6609646,0.9786887,70.07874015748031,421.885,6.0471,0.27419354838709675,0.1151110591047322,0.2292090751336068,0.813135843403765,
PANK4,1128.75,60.71000000000001,PANK4,True,792.0,39.90944881889764,24088.809949892628,1.6191604551998977,False,27,0.60732037,0.47456843,89.37007874015748,154.25937,5.045097,0.0967741935483871,0.14944886600129254,0.37847378909257207,0.49795340625075885,
TNFRSF14,1266.75,64.05999999999997,TNFRSF14,True,3389.0,103.54724409448819,50555.33175126824,1.234057934473588,False,73,1.5886273,0.95112777,71.25984251968505,403.51135,6.00268,0.2620967741935484,0.29106263661410897,0.43042775027439595,0.9111178378031,
WRAP73,1461.7,55.25,WRAP73,True,3216.0,31.488188976377952,14462.638199869285,1.2504951041089434,False,24,0.4565631,0.37607962,90.5511811023622,115.967026,4.761892,0.07258064516129033,0.924044036605821,0.9115420451420972,0.9452398219910954,
LRRC47,1219.0,54.46,LRRC47,False,,28.444881889763778,9638.919874887179,0.9306632423750177,False,30,0.5893623,0.4633329,88.18897637795276,149.69803,5.015278,0.10887096774193548,0.9210045313397657,0.7500317253573475,0.8440694606405205,
C1orf174,2560.6666666666665,49.32,C1orf174,False,,23.173228346456693,7990.618094674925,0.9674018013496705,False,35,0.5141358,0.41484484,86.22047244094489,130.59048,4.879695,0.10080645161290322,0.1101115267774414,0.3895750745403308,0.37067201761321766,
KCNAB2,1612.1,56.049999999999976,KCNAB2,True,4150.0,121.04724409448819,56470.68550620896,1.1677011334261873,False,110,2.0801444,1.1249765,56.69291338582677,528.3567,6.2716627,0.38306451612903225,0.16528139947612538,0.10854420442284993,0.9825812937032823,
RPL22,1003.75,50.61000000000001,RPL22,False,,124.64566929133858,24109.25735271234,0.4832226413152125,False,202,4.0789156,1.6250978,20.472440944881885,1036.0446,6.94413,0.7701612903225806,0.2787713237899389,0.277393589805748,0.9999999999981598,Ribosomal Processes
TNFRSF25,1203.3,59.700000000000024,TNFRSF25,True,2291.0,77.20866141732283,40642.505695434316,1.3555700171232423,False,61,1.2878534,0.827614,75.98425196850394,327.11475,5.7933636,0.2217741935483871,0.03301915433979092,0.11737853210719634,0.4887375218914082,
NOL9,1877.8,47.78,NOL9,True,5338.0,19.834645669291337,7558.936976751424,1.0910361670177418,False,23,0.38297385,0.32423615,90.94488188976378,97.27536,4.5877733,0.07258064516129033,0.2185978667817516,0.09782309783993365,0.2691915861076039,
ZBTB48,1423.25,57.77999999999999,ZBTB48,True,852.0,17.944881889763778,9899.095764215244,1.602477095988094,False,17,0.31634006,0.2748552,93.30708661417323,80.35037,4.3987656,0.056451612903225805,0.00022052683966197783,0.1230841910290305,0.38740255451562516,
KLHL21,2695.8,54.46,KLHL21,True,3547.0,20.055118110236222,8564.54240453145,1.2207723488437463,False,22,0.36432645,0.31066087,91.33858267716536,92.53892,4.538378,0.07258064516129033,0.17488293956857917,0.18831222054126057,0.18897272525831182,
THAP3,1030.875,56.769999999999996,THAP3,True,2424.0,25.551181102362204,12342.335314805017,1.340120781056136,False,17,0.39865905,0.33551395,93.30708661417323,101.2594,4.627513,0.06048387096774194,0.21007689084192926,0.39972176733286446,0.610497078113494,
DNAJC11,1410.857142857143,46.600000000000016,DNAJC11,True,7050.0,18.291338582677167,6441.653916778189,1.0200594540977292,False,23,0.4536723,0.37409297,90.94488188976378,115.232765,4.7555947,0.0846774193548387,0.003412946050048941,0.02467646303174334,0.04229904184414962,
CAMTA1,1567.2941176470588,48.0,CAMTA1,False,,32.79133858267716,6723.675655908624,0.5564545037038403,False,59,1.0812532,0.7329702,76.77165354330708,274.6383,5.6190896,0.21774193548387097,0.2327594566468643,0.3288695236311498,0.7672969746228365,
VAMP3,1144.3333333333333,42.77,VAMP3,True,4996.0,22.614173228346456,8922.356478167501,1.1102731730016442,False,20,0.42649296,0.35521895,92.1259842519685,108.32921,4.6943636,0.07258064516129033,0.9928855230035638,0.9925199670051603,0.9931538334076202,
PARK7,811.3,45.40999999999999,PARK7,False,,150.8031496062992,53641.700227194924,0.8766840852613619,False,118,2.8390741,1.3452312,53.54330708661416,721.1248,6.582198,0.4435483870967742,0.6418156578789588,0.6074540821354527,0.999758889721397,
RERE,2044.111111111111,41.89999999999999,RERE,False,,28.531496062992126,10537.657106843857,1.0140819762293987,False,39,0.64104915,0.49533576,84.64566929133859,162.82648,5.098808,0.125,0.4909189680729753,0.5697842150427601,0.5693316012794369,
ENO1,1131.6666666666667,50.23,ENO1,True,3252.0,591.2244094488188,381375.65299866174,1.246832603717228,False,195,4.9183965,1.7780656,23.22834645669292,1249.2727,7.131117,0.7096774193548387,0.03899465938807452,0.17460688969268573,0.9999999521379596,
H6PD,5812.333333333333,52.29,H6PD,True,5758.0,14.066929133858268,4974.869020572033,1.0693030020611196,False,17,0.23438947,0.21057649,93.30708661417323,59.534924,4.1032205,0.05241935483870968,0.47572562806679575,0.47964517771731985,0.7064152937101597,
PIK3CD,2441.714285714286,51.32999999999999,PIK3CD,True,1057.0,152.21653543307087,96072.423282811,1.5543654301875327,False,97,1.7699071,1.0188137,61.811023622047244,449.5564,6.110483,0.33064516129032256,0.34217081506056224,0.46174408022846564,0.9637337748615602,
CLSTN1,3598.5,47.37,CLSTN1,True,6221.0,31.031496062992126,11933.327067318167,1.0483124425652615,False,34,0.5424879,0.43339664,86.61417322834646,137.79193,4.932976,0.11693548387096774,0.0005602893587447192,0.021895576318114413,0.027510084832377074,
LZIC,1121.5,43.88999999999999,LZIC,False,,18.18503937007874,4232.325308891724,0.6747165045438512,False,25,0.5134639,0.414401,90.15748031496062,130.41983,4.878397,0.0846774193548387,0.9889293356698289,0.9263667121387342,0.941955573563649,
UBE4B,2103.3636363636365,44.12,UBE4B,False,,12.196850393700787,3576.862282530889,0.9097729987507235,False,24,0.35748965,0.30563715,90.5511811023622,90.80237,4.519638,0.07661290322580645,0.913063541274434,0.705204750855429,0.6815260989112646,
PGD,912.9166666666666,47.69,PGD,True,331.0,30.826771653543307,20528.491612461487,1.8163857705191295,False,21,0.44931692,0.37109235,91.73228346456693,114.126495,4.7460313,0.07258064516129033,0.9780490811027557,0.9732619667839333,0.9933868909714857,
DFFA,2726.3333333333335,48.52,DFFA,True,4616.0,32.58661417322835,13598.860057265567,1.1330388149821258,False,30,0.5439861,0.43436745,88.18897637795276,138.17247,4.935714,0.10080645161290322,0.7102956135304402,0.5606312052534677,0.9376906766607156,
PEX14,1014.0,45.03,PEX14,False,,10.125984251968504,2944.3081759048896,0.9330949277716032,False,19,0.3371355,0.29052964,92.51968503937007,85.632416,4.461674,0.06854838709677419,1.858369367452524e-05,0.0010209040236406504,0.018924412498018767,
TARDBP,1176.4,44.019999999999996,TARDBP,True,3643.0,77.18897637795276,36303.979957050826,1.2111945649148337,False,67,1.3580844,0.8578496,73.62204724409449,344.95346,5.8463044,0.22580645161290322,0.4941080105624672,0.4829447814701136,0.9438471328847411,
RP4-635E18.8,870.0,42.99,RP4-635E18.8,False,,19.37007874015748,5843.15103793844,0.8664554195009141,False,30,0.5872157,0.46198136,88.18897637795276,149.15279,5.0116534,0.10887096774193548,0.9079323908356904,0.8488415209291255,0.9932692679171037,
SRM,669.3333333333334,59.88,SRM,False,,11.417322834645669,3250.876536677975,0.893727963332223,False,16,0.32883433,0.28430212,93.7007874015748,83.52392,4.4370346,0.05241935483870968,0.6160904559560619,0.6635509828564655,0.8445741550817407,
EXOSC10,1386.6666666666667,46.38,EXOSC10,True,5843.0,97.46062992125984,40945.6960723289,1.0658775510532732,False,77,1.6446731,0.9725475,69.68503937007874,417.74698,6.0372667,0.2701612903225806,0.33995330255603096,0.36968428553058647,0.9098666930948062,
MTOR,2618.1428571428573,44.540000000000006,MTOR,True,1072.0,19.751968503937007,10693.602268836948,1.5508300589990682,False,18,0.29664516,0.2597803,92.91338582677166,75.34787,4.3353,0.056451612903225805,0.07651759117657869,0.10917055319275544,0.06979603346397795,
UBIAD1,1673.75,48.21,UBIAD1,True,2782.0,42.44094488188976,20578.18424574398,1.2952765568552937,False,34,0.63681304,0.4927511,86.61417322834646,161.75052,5.0922184,0.10483870967741936,0.37946729608337365,0.48927340486619675,0.5948285342793377,
FBXO44,1593.2222222222222,54.94,FBXO44,True,3348.0,68.00393700787401,32400.976269023686,1.2371677169642008,False,52,1.0465906,0.71617526,79.52755905511812,265.834,5.586627,0.1774193548387097,0.6236817610940042,0.5527260208833048,0.9402220815777325,
FBXO6,1083.6666666666667,55.28,FBXO6,True,2772.0,19.086614173228348,8593.391677818929,1.2959244899960058,False,20,0.37437755,0.31800094,92.1259842519685,95.091896,4.5653048,0.06451612903225806,0.974085759678672,0.9629372948795865,0.8717726248174195,
MAD2L2,1042.111111111111,53.90999999999998,MAD2L2,True,4467.0,44.54330708661417,19115.98033052193,1.143133878622547,False,34,0.7629557,0.5669918,86.61417322834646,193.79076,5.271926,0.125,0.9762335738721319,0.9200374032215338,0.9987213970931818,
AGTRAP,911.0714285714286,54.37,AGTRAP,True,985.0,79.21259842519684,48317.45659954561,1.5680817715851139,False,50,1.129744,0.75600183,80.31496062992126,286.955,5.662804,0.18548387096774194,0.1024955501220618,0.1108495648361606,0.5158155082546917,
MTHFR,3424.222222222222,54.52999999999999,MTHFR,False,,11.866141732283465,3271.436556596433,0.8594469813173089,False,15,0.24444827,0.21869227,94.09448818897637,62.089863,4.1445603,0.05241935483870968,0.5926069235963,0.6048063983595299,0.4885143046552169,
KIAA2013,2677.0,55.79,KIAA2013,True,6354.0,12.759842519685039,4323.282017366406,1.0427163417686556,False,14,0.24881962,0.2221988,94.48818897637796,63.200184,4.162006,0.05241935483870968,0.9066023415868599,0.8293349848949015,0.7475523812109431,
MFN2,1823.8333333333333,51.12,MFN2,True,1350.0,20.448818897637796,10742.09816065482,1.4977803202736073,False,19,0.361089,0.30828512,92.51968503937007,91.716606,4.5295477,0.06451612903225806,0.23318554713296105,0.663697328444912,0.5993638474367696,
MIIP,1151.375,55.62,MIIP,True,2357.0,67.89763779527559,35266.77208925959,1.3488358432390573,False,39,0.9255872,0.65523094,84.64566929133859,235.09914,5.464252,0.14112903225806453,0.3620497062772761,0.4830007401361112,0.6136871430049182,
TNFRSF1B,2058.0,55.39,TNFRSF1B,True,1129.0,125.25196850393701,77279.95207120849,1.5409388491931362,False,72,1.4238838,0.88537115,71.65354330708662,361.66647,5.8934836,0.23790322580645162,0.15012707265744504,0.22576744735514476,0.6956115109995913,
VPS13D,4312.875,42.33,VPS13D,True,3059.0,32.28740157480315,15056.260947371697,1.2669801113037413,False,39,0.50876665,0.41129252,84.64566929133859,129.22673,4.869277,0.10080645161290322,0.0001362154607857418,0.030116728196484012,0.022929590480967668,
DHRS3,1031.0,51.31,DHRS3,True,3963.0,34.28346456692913,14988.06952787028,1.1829428718444888,False,31,0.6684967,0.5119231,87.79527559055119,169.79817,5.1404824,0.11693548387096774,0.9146049839933152,0.8568824205398118,0.906940108734167,
PRDM2,2571.0714285714284,43.440000000000005,PRDM2,True,3930.0,73.55905511811024,33752.97475957797,1.1854359213235204,False,87,1.3092902,0.83694017,65.74803149606299,332.5597,5.8098216,0.2620967741935484,0.14796091845884737,0.3133523178372985,0.8480286298544957,
EFHD2,1659.0,56.77,EFHD2,False,,34.44094488188976,11631.441162740033,0.913567730731078,False,46,0.77959377,0.57638514,81.88976377952756,198.01682,5.2933893,0.14516129032258066,0.6154501376809549,0.569326429081425,0.8232374168709473,
DNAJC16,2576.3333333333335,44.67000000000001,DNAJC16,False,,16.1496062992126,4962.372786405652,0.9075021726790004,False,25,0.41480678,0.34699297,90.15748031496062,105.36092,4.666838,0.09274193548387097,0.0927302253488511,0.2395976260016758,0.3542531493460977,
DDI2,2652.6666666666665,42.4,DDI2,False,,16.661417322834644,5179.15763592792,0.9135268117125701,False,22,0.3595746,0.30717185,91.33858267716536,91.33195,4.52539,0.07258064516129033,0.8383207191252822,0.9229701252181771,0.9192072721014921,
RP11-169K16.7,396.0,45.93,RP11-169K16.7,False,,4.716535433070866,65.84027885842333,0.05414406852358933,False,95,1.4207652,0.8840837,62.59842519685039,360.87436,5.891297,0.3629032258064516,0.260074832748355,0.2817232630366445,0.99379679415305,
RP11-169K16.8,441.0,55.63,RP11-169K16.8,False,,2.322834645669291,7.357816438953037,0.016399395938513153,False,159,1.5898314,0.95159274,37.40157480314961,403.81717,6.0034356,0.36693548387096775,0.4469626350675412,0.4732020653887606,0.9887423366140936,
SPEN,3360.6,42.99,SPEN,True,5356.0,30.421259842519685,12143.509585758302,1.0900291564313094,False,40,0.5830171,0.4593326,84.25196850393701,148.08635,5.0045257,0.12096774193548387,0.1081258303573995,0.36638651384735627,0.7093923632064132,
MT1XP1,186.0,60.75,MT1XP1,False,,1.8976377952755905,179.20687186828917,0.5431571077381577,False,25,0.3223505,0.27941084,90.15748031496062,81.87703,4.417358,0.06048387096774194,0.814916944459205,0.957471351621353,0.8807040528659021,
FBXO42,2805.0,43.85,FBXO42,True,1354.0,43.12204724409449,24198.53445270922,1.4975986965239125,False,28,0.5519091,0.43948585,88.9763779527559,140.1849,4.9500704,0.10887096774193548,0.6442205154453291,0.5948897173948704,0.9201741274595975,
SZRD1,1503.8181818181818,48.100000000000016,SZRD1,False,,63.86220472440945,21106.35643148361,0.8616352621788617,False,68,1.2834611,0.8256923,73.22834645669292,325.9991,5.7899575,0.23387096774193547,0.3354665121527292,0.472740344462317,0.8506617713780967,
NECAP2,1339.3846153846155,49.399999999999984,NECAP2,True,2609.0,143.7795275590551,76512.46503376802,1.3164806628204486,False,90,1.9763111,1.0906847,64.56692913385827,501.983,6.2205563,0.32661290322580644,0.5070274014653429,0.5554357173836476,0.9871649883513728,
NBPF1,2260.0,43.99,NBPF1,False,,14.31496062992126,3827.2679966387605,0.8058491431561184,False,86,0.6015834,0.47099277,66.14173228346456,152.80219,5.0356674,0.07661290322580645,0.9429303324594019,0.47125032266809813,0.9998552129485793,
CROCCP2,2185.6666666666665,53.25,CROCCP2,False,,40.06299212598425,11743.229217889266,0.7861185145875228,False,69,1.0804304,0.73257476,72.83464566929135,274.42932,5.618331,0.2217741935483871,0.9196014773395753,0.8807277034309547,0.9825393667371336,
EIF1AXP1,435.0,38.62,EIF1AXP1,False,,0.7047244094488189,3.6634558526034047,0.05683417152253741,False,39,0.42166558,0.35182914,84.64566929133859,107.10306,4.683085,0.11693548387096774,0.9941062635700513,0.9848753428824584,0.9985133655406837,
CROCC,1759.923076923077,49.13999999999999,CROCC,False,,6.724409448818897,1113.5443030095546,0.5773178114573875,False,29,0.3423843,0.29444736,88.58267716535433,86.965614,4.476946,0.06048387096774194,0.00905311480839686,0.5813370485394018,0.038126083478166685,
RP11-108M9.4,362.6666666666667,56.830000000000005,RP11-108M9.4,False,,4.0078740157480315,193.2647598892036,0.19828944530326098,False,30,0.56588334,0.4484501,88.18897637795276,143.73438,4.9749002,0.11693548387096774,0.7553029528467048,0.7086240887331946,0.8618346230318817,
SDHB,701.75,43.51,SDHB,False,,71.30708661417323,24440.73536460116,0.8872822797224736,False,58,1.4506344,0.8963469,77.16535433070865,368.46112,5.9120455,0.22580645161290322,0.3960440537552183,0.4062282073509969,0.8754656358970979,Mitochondrial Respiration
RCC2,2300.0,51.68,RCC2,False,,10.303149606299213,3065.967025613893,0.9517921105217796,False,15,0.250193,0.22329794,94.09448818897637,63.549023,4.167425,0.05241935483870968,0.8788707853907111,0.6575057904677756,0.9484230676344767,
UBR4,4582.0,43.74,UBR4,True,1162.0,72.38582677165354,43010.00865208055,1.536644981318631,False,58,0.93210924,0.65861225,77.16535433070865,236.75575,5.471244,0.1975806451612903,0.6864948997873862,0.6839321388986928,0.965605200160603,
EMC1,1995.357142857143,46.63,EMC1,True,802.0,25.511811023622048,14852.582863900905,1.6154305255383954,False,23,0.43423933,0.36063462,90.94488188976378,110.29679,4.7122006,0.0846774193548387,0.16383277955018308,0.1539683152926688,0.4513675762770806,
MRTO4,1100.6666666666667,53.49,MRTO4,True,2477.0,29.830708661417322,14531.540397124272,1.332429521172317,False,20,0.48176816,0.39323607,92.1259842519685,122.36911,4.815181,0.07258064516129033,0.9356836064263332,0.9075475490497535,0.9586634741982234,
AKR7A2,947.0,52.86999999999999,AKR7A2,True,3080.0,41.181102362204726,19459.94335688276,1.2649588795340854,False,33,0.7255176,0.54552704,87.00787401574803,184.28146,5.221876,0.10483870967741936,0.43953270197676547,0.4488041231702828,0.5555170705704285,
CAPZB,1126.2727272727273,49.220000000000006,CAPZB,False,,238.77165354330708,65250.4535806542,0.6390510486410217,False,200,4.455113,1.6965533,21.259842519685034,1131.5986,7.03227,0.75,0.6390967921322367,0.30903786443770215,0.9999999999998741,
MINOS1,903.1111111111111,42.949999999999996,MINOS1,False,,10.476377952755906,316.66149512931435,0.09637552221618885,False,123,1.6708581,0.9823998,51.574803149606296,424.39798,6.0530252,0.46774193548387094,0.7771650937153781,0.7174679179048562,0.9996531098603216,
RPS14P3,455.0,55.38,RPS14P3,False,,0.8700787401574803,2.073962839625284,0.02226773128867293,False,127,0.91682994,0.65067273,50.0,232.8748,5.454786,0.07661290322580645,0.18457112803895892,0.24731823608192413,0.9999916574807345,
DDOST,1204.5,50.54,DDOST,True,4791.0,204.79921259842519,96235.15715352773,1.1220062518204585,False,117,2.774838,1.3283575,53.93700787401574,704.80884,6.5593443,0.43548387096774194,0.2732717078288402,0.5753335027703756,0.9917603111929271,
HP1BP3,1313.2857142857142,41.17000000000001,HP1BP3,False,,150.18503937007873,49143.26602035419,0.8067408541804498,False,133,2.9130952,1.3643286,47.637795275590555,739.9262,6.607901,0.5161290322580645,0.04684425832957984,0.14011491474312762,0.9980591773100178,
EIF4G3,2633.722222222222,39.36000000000001,EIF4G3,True,4780.0,15.669291338582678,5927.558183685537,1.1226297092858752,False,35,0.4463888,0.36906996,86.22047244094489,113.38276,4.7395506,0.10080645161290322,0.9999525352982714,0.9943000495097242,0.9999855904086713,
ECE1,1713.923076923077,52.190000000000005,ECE1,True,360.0,24.846456692913385,16089.482260122622,1.8019574236999816,False,20,0.35374495,0.3028748,92.1259842519685,89.85122,4.509223,0.06048387096774194,8.407127497748502e-05,0.09683292485507386,0.036009473883571716,
USP48,1672.8666666666666,41.84000000000002,USP48,True,5209.0,42.63385826771653,17527.213236438332,1.0979246556978302,False,41,0.801713,0.58873785,83.85826771653544,203.6351,5.3212285,0.1532258064516129,0.23791626061296722,0.3145367482194433,0.5950266133303168,
LINC00339,810.6,46.95,LINC00339,False,,11.153543307086615,3086.177912296536,0.8721689310822589,False,24,0.39604673,0.33364448,90.5511811023622,100.59587,4.6210027,0.06451612903225806,0.15127442020488585,0.30024640724036744,0.13651569863317575,
CDC42,1395.5,41.82,CDC42,False,,135.9763779527559,26075.106159160932,0.476294230621903,False,195,3.7496755,1.5580763,23.22834645669292,952.4176,6.860053,0.7379032258064516,0.2813841751335358,0.42726807283037227,0.9999999999236044,
ZBTB40,5994.25,42.7,ZBTB40,True,6820.0,22.444881889763778,8172.983115993899,1.025666577501559,False,25,0.37776747,0.3204644,90.15748031496062,95.95294,4.574226,0.08870967741935484,0.5972200328151651,0.43213739071608565,0.4330683483539036,
KDM1A,1994.0,39.160000000000004,KDM1A,True,3573.0,10.007874015748031,3791.810214434658,1.2186161077116746,False,15,0.2509995,0.22394285,94.09448818897637,63.753872,4.1705933,0.05241935483870968,0.403503837433882,0.41753348199031454,0.3390261428119548,
LUZP1,5208.166666666667,43.28,LUZP1,False,,40.523622047244096,14561.586396315086,0.9629823193476587,False,39,0.56950986,0.45076337,84.64566929133859,144.6555,4.981244,0.125,0.9909411033823627,0.8082227252108259,0.999019632595397,
HNRNPR,2024.6153846153845,38.85000000000001,HNRNPR,False,,138.5275590551181,51614.19488967042,0.9242426392175261,False,112,2.1438076,1.1454347,55.90551181102362,544.52716,6.3017526,0.3911290322580645,0.5884882233164597,0.5186368140153409,0.998184555899343,
RPL11,721.0,46.18,RPL11,False,,693.0354330708661,267603.01454981166,0.7133736529258519,False,251,7.002873,2.0798006,1.1811023622047223,1778.7297,7.4842167,0.9919354838709677,0.8038659918411266,0.2311313549669605,1.0,Ribosomal Processes
TCEB3,2775.3333333333335,45.70000000000001,TCEB3,True,722.0,27.011811023622048,16073.584840185491,1.6418831722617302,False,15,0.30073038,0.26292592,94.09448818897637,76.38551,4.3487997,0.056451612903225805,0.2670038737477315,0.5463889896268042,0.5122155337032208,
PITHD1,1216.3333333333333,44.59,PITHD1,False,,44.775590551181104,15610.925725934458,0.9284207176691746,False,44,0.9167323,0.65062183,82.67716535433071,232.85,5.45468,0.16129032258064516,0.7601286710979004,0.7529042693128676,0.9202109849029466,
LYPLA2,976.9090909090909,62.38999999999999,LYPLA2,True,4911.0,49.523622047244096,20838.226712520616,1.1146484565405748,False,38,0.8856777,0.6342873,85.03937007874016,224.96213,5.4203672,0.14516129032258066,0.3698705981490412,0.4178017985108185,0.7885325896802933,
HMGCL,1366.2,46.84000000000001,HMGCL,True,2176.0,22.913385826771652,11172.427250941457,1.369858587228376,False,18,0.37501723,0.31846625,92.91338582677166,95.25437,4.566994,0.06854838709677419,0.4692155183108137,0.7578634800582777,0.8955342869044601,
PNRC2,945.25,43.71,PNRC2,False,,72.67716535433071,20970.164140549627,0.7460156268385566,False,75,1.6676434,0.98119545,70.4724409448819,423.58142,6.0511036,0.2903225806451613,0.5593076745593878,0.49997376110073366,0.9866192402231881,
