gene_name,transcript_length,GC_content,gene_name,highly_variable,highly_variable_rank,means,variances,variances_norm,n_counts,n_cells,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts
RP1-283E3.4,791.0,50.91,RP1-283E3.4,False,,0.2275132275132275,0.4299466978132926,1.0259035929774822,63154.438,295,False,295,0.81591046,0.59658694,84.39153439153439,1542.0708,7.34153
SLC35E2,1287.0,52.17,SLC35E2,False,,0.12645502645502646,0.22698636774867548,1.010887751769551,35457.074,176,False,176,0.48119214,0.39284727,90.68783068783068,909.4531,6.8139424
NADK,1305.5263157894738,53.700000000000024,NADK,False,,0.2671957671957672,0.49977032163374063,1.0038434143177055,82706.86,322,False,322,0.9134253,0.648895,82.96296296296296,1726.3739,7.4543576
GNB1,1257.75,46.68,GNB1,False,,1.0894179894179894,2.2138106722013404,0.9089985845350477,316239.16,972,False,972,2.882928,1.3565894,48.57142857142858,5448.734,8.603322
PRKCZ,985.0370370370371,56.440000000000026,PRKCZ,True,2189.0,0.2417989417989418,0.5995224370555226,1.3400144954433417,76563.57,251,False,251,0.7280698,0.54700506,86.71957671957672,1376.0519,7.2277
C1orf86,1776.0666666666666,60.960000000000015,C1orf86,True,4549.0,0.2608465608465608,0.5835906011131018,1.2027816074879456,78182.58,295,False,295,0.84375244,0.6118029,84.39153439153439,1594.6921,7.375063
SKI,1674.5,57.48,SKI,False,,0.07671957671957672,0.10369277997652805,0.7848950173272768,32347.125,119,False,119,0.32337418,0.2801847,93.7037037037037,611.1772,6.4170218
RER1,1243.0,53.84000000000002,RER1,False,,0.4830687830687831,0.8755734256528359,0.9174438463414186,142651.56,558,False,558,1.5881163,0.9509303,70.47619047619047,3001.5398,8.007214
PLCH2,4189.1,64.62,PLCH2,False,,0.06243386243386243,0.08080084924976419,0.7623752983244274,19867.055,97,False,97,0.26837915,0.23773983,94.86772486772487,507.2366,6.230947
PANK4,1128.75,60.71000000000001,PANK4,False,,0.21587301587301588,0.38111371599989863,0.961967627286531,67246.32,275,False,275,0.7757277,0.5742103,85.44973544973546,1466.1254,7.2910604
RP3-395M20.12,996.0,69.48,RP3-395M20.12,False,,0.09365079365079365,0.16856739519524036,1.031661512584231,27590.84,125,False,125,0.34865355,0.29910672,93.38624338624338,658.9552,6.492172
RP3-395M20.8,1772.6666666666667,62.87,RP3-395M20.8,True,2463.0,0.12645502645502646,0.29474708770632535,1.3126613011490338,35592.535,135,False,135,0.3857813,0.32626408,92.85714285714286,729.12665,6.593218
TNFRSF14,1266.75,64.05999999999997,TNFRSF14,False,,1.1947089947089946,2.8768380571451004,1.057051445347682,365440.84,976,False,976,2.9364767,1.3702861,48.35978835978836,5549.941,8.621723
FAM213B,1652.0666666666666,64.59000000000002,FAM213B,True,1086.0,0.15608465608465608,0.42083378848863146,1.4996362647189607,46876.887,152,False,152,0.4443104,0.36763197,91.95767195767196,839.74664,6.73429
TPRG1L,2301.5,52.22,TPRG1L,False,,0.21428571428571427,0.40879528094985995,1.040002383400466,66362.04,251,False,251,0.71782124,0.54105675,86.71957671957672,1356.6821,7.2135344
WRAP73,1461.7,55.25,WRAP73,False,,0.18783068783068782,0.3273266838645358,0.9583210375324477,61488.96,243,False,243,0.6814662,0.51966614,87.14285714285714,1287.9712,7.1615996
TP73-AS1,2179.5714285714284,54.43,TP73-AS1,True,3751.0,0.16296296296296298,0.36199439248671667,1.232495269922904,48438.293,193,False,193,0.54742056,0.4365894,89.78835978835978,1034.6249,6.9427605
LRRC47,1219.0,54.46,LRRC47,False,,0.09576719576719576,0.15969620834628748,0.954503045541926,27509.559,130,False,130,0.36091676,0.30815858,93.12169312169311,682.1327,6.526689
CEP104,1336.8181818181818,47.92000000000001,CEP104,True,3849.0,0.2312169312169312,0.521947168373849,1.2240120338490434,73473.27,260,False,260,0.74300194,0.55560887,86.24338624338624,1404.2737,7.2479873
DFFB,2036.1666666666667,51.659999999999975,DFFB,False,,0.13862433862433862,0.19781917590281772,0.7994214310215421,40659.93,206,False,206,0.56486326,0.44779846,89.1005291005291,1067.5916,6.974097
C1orf174,2560.6666666666665,49.32,C1orf174,False,,0.20952380952380953,0.33087801557891466,0.8622030418310971,68348.32,285,False,285,0.7971518,0.5862031,84.92063492063492,1506.617,7.3182855
KCNAB2,1612.1,56.049999999999976,KCNAB2,False,,1.771957671957672,4.076608658874418,0.9170511430287226,535166.4,1230,False,1230,3.7983084,1.5682634,34.92063492063492,7178.8027,8.879027
RPL22,1003.75,50.61000000000001,RPL22,False,,9.795767195767196,43.34100907229548,0.8618757006251733,3067419.0,1733,False,1733,6.721204,2.0439703,8.306878306878307,12703.075,9.449678
ICMT,1863.6,49.59,ICMT,True,2156.0,0.10052910052910052,0.23657992106906886,1.3432225757091207,28471.816,109,False,109,0.30978152,0.26986036,94.23280423280424,585.48706,6.3741508
TNFRSF25,1203.3,59.700000000000024,TNFRSF25,True,5506.0,0.5365079365079365,1.234505533287962,1.1497691298016535,165449.19,541,False,541,1.5769016,0.94658774,71.37566137566138,2980.344,8.00013
NOL9,1877.8,47.78,NOL9,False,,0.09735449735449736,0.1429787043339186,0.8398363475761815,37068.605,142,False,142,0.3926993,0.3312438,92.48677248677248,742.20166,6.6109676
ZBTB48,1423.25,57.77999999999999,ZBTB48,True,4614.0,0.25925925925925924,0.5775346548242265,1.198098471817348,80979.68,281,False,281,0.81061053,0.5936641,85.13227513227513,1532.054,7.335017
KLHL21,2695.8,54.46,KLHL21,False,,0.11957671957671957,0.21862131359219739,1.0328406796796814,36363.83,151,False,151,0.42620683,0.35501835,92.01058201058201,805.5309,6.6927423
THAP3,1030.875,56.769999999999996,THAP3,True,1703.0,0.20899470899470898,0.5327935891726268,1.3921035288826635,74703.0,213,False,213,0.62506133,0.48554555,88.73015873015872,1181.366,7.0752726
DNAJC11,1410.857142857143,46.600000000000016,DNAJC11,False,,0.21798941798941798,0.3907826150282462,0.9761442127210073,84322.74,274,False,274,0.77690953,0.57487565,85.5026455026455,1468.359,7.2925816
CAMTA1,1567.2941176470588,48.0,CAMTA1,True,2611.0,0.317989417989418,0.7802479405973332,1.2979105974069496,96388.09,337,False,337,0.96890825,0.6774792,82.16931216931216,1831.2366,7.513293
VAMP3,1144.3333333333333,42.77,VAMP3,False,,0.2619047619047619,0.4686909173409985,0.9617972454482323,75538.8,327,False,327,0.91601735,0.65024877,82.6984126984127,1731.2728,7.4571896
PARK7,811.3,45.40999999999999,PARK7,True,7199.0,1.2116402116402116,2.985359404628867,1.0783616604168846,452919.8,977,False,977,2.9586926,1.3759139,48.30687830687831,5591.9287,8.629258
RERE,2044.111111111111,41.89999999999999,RERE,False,,0.3164021164021164,0.4630976889314649,0.7745606933603599,94450.06,430,False,430,1.1970173,0.7871007,77.24867724867725,2262.3628,7.724607
ENO1,1131.6666666666667,50.23,ENO1,False,,1.947089947089947,4.638808361412924,0.9244490135526213,729606.4,1306,False,1306,4.097198,1.628691,30.899470899470906,7743.7046,8.954764
HMGN2P17,508.0,48.05,HMGN2P17,False,,0.18994708994708995,0.2312382184801449,0.668957801505598,60383.96,293,False,293,0.7991027,0.5872881,84.4973544973545,1510.3042,7.3207283
H6PD,5812.333333333333,52.29,H6PD,False,,0.1724867724867725,0.3037423568921723,0.9738140542658676,52379.273,221,False,221,0.6154388,0.47960663,88.30687830687832,1163.1793,7.0597715
PIK3CD,2441.714285714286,51.32999999999999,PIK3CD,True,5006.0,1.519047619047619,4.301648642516835,1.1757667764855022,482428.66,1067,False,1067,3.2795813,1.4538552,43.544973544973544,6198.4087,8.732209
CLSTN1,3598.5,47.37,CLSTN1,False,,0.635978835978836,1.068053699922418,0.820431073357299,197460.88,729,False,729,2.0933983,1.1292703,61.42857142857143,3956.5227,8.283374
LZIC,1121.5,43.88999999999999,LZIC,False,,0.1343915343915344,0.2137980679007685,0.8928490239741439,37235.23,191,False,191,0.5213893,0.41962394,89.8941798941799,985.42584,6.8940883
UBE4B,2103.3636363636365,44.12,UBE4B,False,,0.1984126984126984,0.3073558698227832,0.8487887046935066,56779.48,280,False,280,0.770319,0.5711597,85.18518518518519,1455.9028,7.284068
KIF1B,4289.3,41.99,KIF1B,False,,0.10317460317460317,0.15928054652247345,0.8798068648898328,29766.852,149,False,149,0.40868434,0.34265617,92.11640211640211,772.4134,6.6508136
RNU6-37P,107.0,45.79,RNU6-37P,False,,0.09735449735449736,0.12603852434450621,0.740332166475443,26677.879,154,False,154,0.41471115,0.34692538,91.85185185185185,783.8041,6.665434
PGD,912.9166666666666,47.69,PGD,True,3787.0,0.19894179894179895,0.4463726223387404,1.2292027848900444,119578.586,232,False,232,0.6630842,0.50867385,87.72486772486772,1253.2291,7.1342764
DFFA,2726.3333333333335,48.52,DFFA,True,959.0,0.26031746031746034,0.7432100632735885,1.5350889753763743,84449.59,266,False,266,0.7619901,0.5664439,85.92592592592592,1440.1613,7.2732043
PEX14,1014.0,45.03,PEX14,False,,0.23756613756613756,0.44167962108671316,1.0060761990756377,72147.36,293,False,293,0.826502,0.6024027,84.4973544973545,1562.0889,7.354419
CASZ1,2272.222222222222,56.730000000000004,CASZ1,False,,0.23862433862433863,0.44329297156189557,1.0049505753401735,86073.555,300,False,300,0.8424032,0.6110708,84.12698412698413,1592.142,7.3734636
RP4-734G22.3,7923.0,61.49,RP4-734G22.3,False,,0.06931216931216931,0.08889365051355516,0.7501582986031707,19168.9,110,False,110,0.29627743,0.25949666,94.17989417989419,559.96436,6.3296576
TARDBP,1176.4,44.019999999999996,TARDBP,False,,0.5984126984126984,1.1552118782928735,0.9509509381504616,183763.66,649,False,649,1.8642614,1.0523105,65.66137566137567,3523.454,8.16748
SRM,669.3333333333334,59.88,SRM,False,,0.12063492063492064,0.2204845093145784,1.0319974155607536,39211.402,155,False,155,0.4390554,0.36398694,91.7989417989418,829.81476,6.722407
EXOSC10,1386.6666666666667,46.38,EXOSC10,False,,0.4962962962962963,1.0230143324902459,1.0399804887901973,146535.5,537,False,537,1.5425231,0.93315697,71.58730158730158,2915.3687,7.9780946
MTOR,2618.1428571428573,44.540000000000006,MTOR,False,,0.3238095238095238,0.5187022612115239,0.8459295970186147,92646.15,416,False,416,1.1616313,0.7708632,77.98941798941799,2195.4832,7.694613
UBIAD1,1673.75,48.21,UBIAD1,False,,0.21005291005291005,0.360830595399151,0.937728073350379,61911.312,282,False,282,0.78614897,0.5800619,85.07936507936508,1485.8215,7.304396
FBXO44,1593.2222222222222,54.94,FBXO44,True,5102.0,0.3402116402116402,0.7571434173339934,1.169878064625734,106816.31,373,False,373,1.0764884,0.7306782,80.26455026455027,2034.563,7.618528
FBXO6,1083.6666666666667,55.28,FBXO6,True,4869.0,0.1291005291005291,0.27130729004736365,1.1821487583234949,44128.598,158,False,158,0.44614276,0.36889985,91.64021164021165,843.20984,6.738401
MAD2L2,1042.111111111111,53.90999999999998,MAD2L2,False,,0.16772486772486772,0.30906893432039134,1.0207254729855588,73915.87,209,False,209,0.59432024,0.46644747,88.94179894179895,1123.2653,7.024885
AGTRAP,911.0714285714286,54.37,AGTRAP,True,4909.0,0.3619047619047619,0.8176056870604277,1.180517769490194,118673.06,379,False,379,1.1047099,0.74417764,79.94708994708995,2087.9016,7.6443934
MTHFR,3424.222222222222,54.52999999999999,MTHFR,True,7437.0,0.20052910052910053,0.3912120015349246,1.06822185892418,74921.59,245,False,245,0.69697815,0.5288491,87.03703703703704,1317.2887,7.1840897
CLCN6,2392.777777777778,47.769999999999996,CLCN6,True,3644.0,0.14761904761904762,0.32811767375028444,1.2403207042077513,68846.49,180,False,180,0.50918263,0.4115682,90.47619047619048,962.35516,6.8704224
KIAA2013,2677.0,55.79,KIAA2013,True,3420.0,0.20105820105820105,0.4614070320793455,1.2563608161984514,60383.72,224,False,224,0.6413297,0.4955067,88.14814814814815,1212.1132,7.100945
MFN2,1823.8333333333333,51.12,MFN2,True,7486.0,0.3952380952380952,0.8140588368751405,1.0665555516291767,117543.414,430,False,430,1.2393421,0.8061821,77.24867724867725,2342.3564,7.7593393
MIIP,1151.375,55.62,MIIP,False,,0.2529100529100529,0.4897347775060833,1.0432561102226139,80034.46,315,False,315,0.89232504,0.63780624,83.33333333333334,1686.4944,7.431
TNFRSF1B,2058.0,55.39,TNFRSF1B,False,,1.0444444444444445,2.3812952179283733,1.0282007660223171,392308.44,880,False,880,2.6625223,1.2981521,53.43915343915344,5032.167,8.523805
VPS13D,4312.875,42.33,VPS13D,False,,0.517989417989418,0.9305920380033692,0.9016633434747467,153922.81,595,False,595,1.6932373,0.99074394,68.5185185185185,3200.2185,8.071287
DHRS3,1031.0,51.31,DHRS3,True,2193.0,0.17037037037037037,0.41246201203850763,1.3397987261370288,53911.645,181,False,181,0.5259542,0.4226199,90.42328042328043,994.05347,6.9027963
PRDM2,2571.0714285714284,43.440000000000005,PRDM2,False,,0.8052910052910053,1.4400990417930473,0.8436800306032974,235446.98,827,False,827,2.3951523,1.2223486,56.243386243386254,4526.838,8.418
EFHD2,1659.0,56.77,EFHD2,True,2627.0,1.9783068783068782,6.645902902070206,1.2974409169064434,644253.2,1151,False,1151,3.6562822,1.5382173,39.1005291005291,6910.3735,8.840923
DNAJC16,2576.3333333333335,44.67000000000001,DNAJC16,False,,0.06507936507936508,0.0799339534649223,0.7215406841993819,20779.883,106,False,106,0.29059175,0.25510085,94.39153439153439,549.2184,6.310315
CHCHD2P6,454.5,60.82,CHCHD2P6,False,,0.14179894179894179,0.1821058145039087,0.7184363207926411,40990.31,229,False,229,0.6181998,0.4813143,87.88359788359789,1168.3977,7.0642443
DDI2,2652.6666666666665,42.4,DDI2,True,6963.0,0.1306878306878307,0.25342514866072363,1.090071628726942,37661.64,153,False,153,0.434199,0.36060652,91.9047619047619,820.6361,6.7112975
PLEKHM2,2423.0,52.0,PLEKHM2,True,4592.0,0.5095238095238095,1.2156318535884418,1.1998518038182104,164860.69,489,False,489,1.4462597,0.8945602,74.12698412698413,2733.431,7.9136786
RP11-169K16.6,490.0,50.82,RP11-169K16.6,False,,0.07830687830687831,0.08915329910565464,0.6602069025361518,22049.973,135,False,135,0.3590721,0.30680218,92.85714285714286,678.64624,6.5215726
RP11-169K16.7,396.0,45.93,RP11-169K16.7,False,,0.3502645502645503,0.5453281459634044,0.8161475623764219,97589.39,444,False,444,1.2416775,0.80722445,76.5079365079365,2346.7705,7.7612214
RP11-169K16.8,441.0,55.63,RP11-169K16.8,False,,0.5830687830687831,0.8498984653563804,0.7205305014627332,168189.66,718,False,718,2.0252953,1.1070087,62.010582010582006,3827.8079,8.250309
RP11-169K16.9,2132.0,50.07,RP11-169K16.9,True,562.0,0.09894179894179894,0.2861291072513943,1.6521501961965184,29356.201,98,False,98,0.2842282,0.25015792,94.81481481481482,537.1913,6.288214
SPEN,3360.6,42.99,SPEN,False,,0.49682539682539684,0.6937432251884321,0.7044065362404991,146397.66,646,False,646,1.8102561,1.0332756,65.82010582010582,3421.384,8.138093
ZBTB17,1111.8823529411766,51.22000000000002,ZBTB17,True,7048.0,0.21693121693121692,0.43253478086723157,1.086071009811316,120088.305,259,False,259,0.7394401,0.5535633,86.29629629629629,1397.5417,7.2431855
FBXO42,2805.0,43.85,FBXO42,True,5602.0,0.30952380952380953,0.6669817741813485,1.1426275171001319,106074.08,346,False,346,0.9876751,0.68696564,81.6931216931217,1866.7059,7.5324664
SZRD1,1503.8181818181818,48.100000000000016,SZRD1,False,,0.726984126984127,1.1917013284932756,0.7856059301720639,219640.69,786,False,786,2.2693882,1.1846029,58.412698412698404,4289.1436,8.364076
SPATA21,1840.8,50.37,SPATA21,False,,0.06455026455026455,0.07947319625456195,0.7236582159258454,18882.234,108,False,108,0.29024568,0.25483266,94.28571428571428,548.56433,6.309126
NECAP2,1339.3846153846155,49.399999999999984,NECAP2,True,4775.0,0.5116402116402117,1.2102932320507733,1.1890341818559127,158293.48,514,False,514,1.4948825,0.9142416,72.80423280423281,2825.328,7.9467335
CROCCP3,1900.3333333333333,51.27,CROCCP3,False,,0.09365079365079365,0.1685673951952403,1.031661512584231,30299.492,128,False,128,0.35882336,0.30661914,93.22751322751323,678.17615,6.5208807
RNU1-1,164.0,54.27,RNU1-1,False,,0.2306878306878307,0.3977872450079982,0.935146335032392,65853.54,304,False,304,0.84216136,0.61093956,83.91534391534393,1591.6849,7.3731766
NBPF1,2260.0,43.99,NBPF1,False,,0.15661375661375662,0.2443845039927624,0.8677522089722263,45780.05,225,False,225,0.61737204,0.48080263,88.09523809523809,1166.8331,7.0629053
CROCCP2,2185.6666666666665,53.25,CROCCP2,False,,0.6095238095238096,1.2397186720108866,0.9994271258724002,180328.97,622,False,622,1.8017367,1.0302395,67.08994708994709,3405.2825,8.133377
RNU1-3,164.0,54.27,RNU1-3,False,,0.17354497354497356,0.27584819940563843,0.8786622595817949,48439.55,242,False,242,0.6643255,0.5094199,87.19576719576719,1255.5752,7.136145
CROCC,1759.923076923077,49.13999999999999,CROCC,False,,0.2714285714285714,0.4731377145882183,0.9344655551152822,98280.16,342,False,342,0.96988785,0.6779766,81.9047619047619,1833.088,7.5143027
RP11-108M9.4,362.6666666666667,56.830000000000005,RP11-108M9.4,False,,0.08783068783068783,0.14580206766548764,0.9552151674761638,26489.84,120,False,120,0.33421835,0.2883456,93.65079365079364,631.67267,6.449953
ATP13A2,1533.0,57.23000000000001,ATP13A2,True,3343.0,0.27195767195767195,0.6417224757087134,1.2647808033086003,107297.484,288,False,288,0.84791595,0.6140585,84.76190476190476,1602.5612,7.379982
SDHB,701.75,43.51,SDHB,False,,0.37777777777777777,0.6608081877536639,0.910092218209667,130069.94,462,False,462,1.3109746,0.8376693,75.55555555555556,2477.742,7.8155065
RCC2,2300.0,51.68,RCC2,False,,0.31746031746031744,0.5206584486626864,0.8676688903818103,94981.836,406,False,406,1.1421173,0.7617947,78.51851851851852,2158.6016,7.677679
IFFO2,2575.0,54.34,IFFO2,True,5886.0,0.362962962962963,0.7840166264729508,1.1283932555876313,108999.54,380,False,380,1.0992573,0.74158365,79.8941798941799,2077.5964,7.639448
UBR4,4582.0,43.74,UBR4,True,6991.0,1.151851851851852,2.8339960394486514,1.0883195668278198,444901.25,943,False,943,2.84357,1.3464016,50.1058201058201,5374.347,8.589579
RP1-43E13.2,507.0,45.83,RP1-43E13.2,False,,0.06243386243386243,0.07974208800042591,0.7523856332303942,19751.094,101,False,101,0.27548155,0.24332379,94.65608465608466,520.66016,6.257016
EMC1,1995.357142857143,46.63,EMC1,False,,0.2,0.3887771307570132,1.064565349379584,57406.39,261,False,261,0.72323674,0.54420435,86.19047619047619,1366.9175,7.2210445
MRTO4,1100.6666666666667,53.49,MRTO4,True,7294.0,0.11587301587301588,0.22002319191308067,1.074606662237536,49683.54,147,False,147,0.4132425,0.3458867,92.22222222222223,781.0283,6.661891
AKR7A2,947.0,52.86999999999999,AKR7A2,False,,0.0671957671957672,0.09130023163903529,0.7964477456983048,18497.422,105,False,105,0.2826426,0.24892248,94.44444444444444,534.1945,6.2826304
CAPZB,1126.2727272727273,49.220000000000006,CAPZB,False,,2.108994708994709,4.987584483825887,0.8959254001102505,672859.56,1339,False,1339,4.2180147,1.652117,29.15343915343915,7972.048,8.983822
MINOS1,903.1111111111111,42.949999999999996,MINOS1,True,6481.0,0.11481481481481481,0.2234437189969212,1.1019569657335573,33353.066,150,False,150,0.4178027,0.34910828,92.06349206349206,789.6471,6.6728516
RPS14P3,455.0,55.38,RPS14P3,False,,1.1857142857142857,2.4138773349466907,0.8950986444390182,340010.0,1072,False,1072,3.173678,1.4287976,43.280423280423285,5998.2515,8.69939
TMCO4,1509.111111111111,48.92000000000001,TMCO4,False,,0.16613756613756614,0.29954092336305177,0.9992624448981445,54858.562,216,False,216,0.61188364,0.47740346,88.57142857142857,1156.4601,7.053983
OTUD3,2377.0,41.28,OTUD3,False,,0.10264550264550265,0.18956419930480276,1.0527998216035093,30217.453,127,False,127,0.35878372,0.30659,93.28042328042328,678.10126,6.52077
MUL1,2436.0,47.53,MUL1,False,,0.23756613756613756,0.44697342733340506,1.018134650978422,67762.74,291,False,291,0.8175943,0.5975138,84.60317460317461,1545.2532,7.34359
PINK1,2713.0,50.78,PINK1,False,,0.1126984126984127,0.18369255590007286,0.9239434533052933,34869.594,157,False,157,0.43393293,0.36042097,91.6931216931217,820.13324,6.7106853
DDOST,1204.5,50.54,DDOST,False,,1.119047619047619,1.8900022687741185,0.751479934446874,371846.03,1069,False,1069,3.163025,1.426242,43.43915343915344,5978.117,8.696028
HP1BP3,1313.2857142857142,41.17000000000001,HP1BP3,False,,0.42857142857142855,0.8336988580503664,0.9983896649731264,144762.67,508,False,508,1.4448421,0.89398056,73.12169312169313,2730.7515,7.9126983
EIF4G3,2633.722222222222,39.36000000000001,EIF4G3,False,,0.14708994708994708,0.21339809142879512,0.8097456729601615,75822.43,210,False,210,0.5880355,0.46249774,88.88888888888889,1111.3871,7.0142636
