gene_name,transcript_length,GC_content,gene_name,highly_variable,highly_variable_rank,means,variances,variances_norm,n_counts,n_cells,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts
RP11-206L10.9,704.0,40.41999999999999,RP11-206L10.9,False,,0.0872865275142315,0.12152862247738916,0.6209777015968161,7240.629,74,False,74,0.31489056,0.27375343,92.97912713472486,331.89465,5.807826
LINC01128,1197.3636363636363,46.34000000000001,LINC01128,True,4744.0,0.1461100569259962,0.43257269822734734,1.233246975771877,12220.639,78,False,78,0.34986028,0.30000108,92.59962049335864,368.75275,5.9128346
NOC2L,1749.0,59.550000000000004,NOC2L,True,6322.0,0.6698292220113852,2.3961069033807765,1.1338701219696086,111659.21,288,False,288,1.3544127,0.8562913,72.67552182163189,1427.5509,7.2644157
KLHL17,1235.75,67.87,KLHL17,True,1396.0,0.18026565464895636,0.7006168334441581,1.5763426420001654,18130.52,84,False,84,0.3982596,0.33522832,92.0303605313093,419.76562,6.042076
ISG15,711.0,64.58,ISG15,True,1442.0,1.426944971537002,9.363603763350769,1.5713131465252876,168636.28,433,False,433,2.1732707,1.1547629,58.91840607210626,2290.6272,7.7370176
SDF4,1803.75,61.35000000000001,SDF4,False,,0.1204933586337761,0.2485254923585097,0.8805630919580317,10246.652,86,False,86,0.36411354,0.3105048,91.84060721062619,383.77567,5.9526606
UBE2J2,1020.5,56.33,UBE2J2,True,5914.0,0.6555977229601518,2.3798499272882534,1.1579474773718934,56914.273,274,False,274,1.2882049,0.8277676,74.00379506641366,1357.768,7.2143335
ACAP3,1794.5384615384614,67.29999999999998,ACAP3,True,6780.0,0.15370018975332067,0.4094022500094612,1.1024358656245612,13622.7705,92,False,92,0.40531182,0.34025922,91.27134724857684,427.19867,6.0595875
CPSF3L,1229.875,60.46000000000003,CPSF3L,False,,0.8870967741935484,3.0157307845479937,0.983979126422716,78505.09,356,False,356,1.6885667,0.98900825,66.22390891840607,1779.7493,7.4847894
DVL1,2268.0,66.24,DVL1,False,,0.12998102466793168,0.28033485244111433,0.9122175497532862,11696.266,87,False,87,0.38479075,0.32554904,91.74573055028463,405.56946,6.007755
AURKAIP1,849.1666666666666,66.87,AURKAIP1,True,2989.0,1.1129032258064515,5.64251141132862,1.3479003283610096,86288.25,360,False,360,1.7479593,1.0108585,65.84440227703985,1842.349,7.519339
CCNL2,1673.75,51.36999999999999,CCNL2,False,,1.079696394686907,3.260499053035417,0.8124575364912663,196460.69,434,False,434,2.1248567,1.1393884,58.82352941176471,2239.5989,7.7144985
RP4-758J18.2,1346.125,59.37,RP4-758J18.2,True,1782.0,0.3870967741935484,1.625892228042766,1.515679382560446,35028.875,139,False,139,0.66493624,0.50978684,86.81214421252372,700.8428,6.5537095
MRPL20,811.5,53.09000000000001,MRPL20,True,2445.0,2.5332068311195446,19.89585732280224,1.4111306812428703,1201315.4,547,False,547,2.8857386,1.357313,48.10246679316889,3041.5686,8.020457
ATAD3B,2459.3333333333335,58.82999999999999,ATAD3B,True,3264.0,0.24383301707779886,0.8246295485384668,1.3170660644995427,26619.38,112,False,112,0.51408947,0.41481423,89.37381404174573,541.8503,6.2968335
ATAD3A,1610.0,59.87,ATAD3A,False,,0.17836812144212524,0.43539106663711374,0.9914267745737081,11262.22,100,False,100,0.42413256,0.3535629,90.5123339658444,447.0357,6.1048727
SSU72,1706.5,53.87,SSU72,False,,1.2637571157495255,4.44318663040992,0.8873871943107691,118784.91,458,False,458,2.2500408,1.1786675,56.54648956356736,2371.543,7.7717175
MIB2,2003.9714285714285,66.41000000000001,MIB2,False,,0.12618595825426945,0.20723387231926127,0.697183843360517,27654.098,97,False,97,0.42964357,0.35742515,90.79696394686907,452.84433,6.1177545
CDK11B,2011.1666666666667,52.93,CDK11B,False,,1.077798861480076,3.8495921114517095,0.961597740400663,97861.65,431,False,431,2.0585654,1.117946,59.108159392789375,2169.7278,7.682818
SLC35E2B,4311.5,53.64,SLC35E2B,False,,1.0379506641366223,2.57405695482862,0.6774590947565571,131580.45,481,False,481,2.3193197,1.1997598,54.36432637571158,2444.563,7.8020306
RP11-345P4.7,1422.0,52.67,RP11-345P4.7,True,3421.0,0.18785578747628084,0.610450668641687,1.3104715646398315,15155.069,101,False,101,0.45794502,0.37702793,90.41745730550285,482.67404,6.1814113
RP11-345P4.6,502.0,50.22,RP11-345P4.6,False,,0.09013282732447818,0.1979462311530624,0.9749571551503375,134715.31,54,False,54,0.24999472,0.22313933,94.87666034155598,263.49445,5.5778203
CDK11A,1353.0833333333333,51.99,CDK11A,False,,0.25332068311195444,0.5976860186221342,0.9135293105204667,22627.76,169,False,169,0.7448413,0.5566636,83.96584440227703,785.0627,6.6670365
RP1-283E3.8,5079.0,51.55,RP1-283E3.8,True,4800.0,0.08538899430740038,0.2339173699072498,1.2257089300471362,10293.308,54,False,54,0.24718234,0.22088687,94.87666034155598,260.53018,5.56655
RP1-283E3.4,791.0,50.91,RP1-283E3.4,True,3212.0,0.5142314990512334,2.0031211087504577,1.3232383511500696,45201.625,229,False,229,1.068202,0.7266796,78.27324478178367,1125.8849,7.027212
SLC35E2,1287.0,52.17,SLC35E2,False,,0.16129032258064516,0.3519284379499428,0.8976724501335748,18907.467,107,False,107,0.47709453,0.390077,89.8481973434535,502.85764,6.222294
NADK,1305.5263157894738,53.700000000000024,NADK,False,,0.5455407969639469,1.3991586341364946,0.8586056242908774,47282.418,273,False,273,1.253652,0.812552,74.09867172675521,1321.3491,7.1871653
GNB1,1257.75,46.68,GNB1,False,,2.5075901328273247,13.023209191773336,0.9383730532742613,257122.22,611,False,611,3.2406735,1.444722,42.0303605313093,3415.67,8.136421
PRKCZ,985.0370370370371,56.440000000000026,PRKCZ,True,5942.0,0.12808349146110057,0.3492010718449685,1.1552583845599413,11650.9375,75,False,75,0.34398305,0.29563764,92.88425047438331,362.55814,5.8959394
C1orf86,1776.0666666666666,60.960000000000015,C1orf86,False,,0.19734345351043645,0.35228163501408244,0.7151108012487271,16043.861,140,False,140,0.60301656,0.4718872,86.71726755218216,635.57947,6.456109
SKI,1674.5,57.48,SKI,False,,0.08444022770398482,0.1780482618559784,0.9449639738063214,11027.699,59,False,59,0.26038948,0.23142079,94.40227703984819,274.4505,5.6184077
RER1,1243.0,53.84000000000002,RER1,False,,0.9098671726755219,2.9291902957304594,0.9234645972695686,102565.83,363,False,363,1.7437749,1.0093347,65.55977229601517,1837.9387,7.516944
PANK4,1128.75,60.71000000000001,PANK4,False,,0.42599620493358636,1.2722960151802645,1.0569730553717684,40366.73,204,False,204,0.93312526,0.659138,80.64516129032258,983.51404,6.892148
RP3-395M20.8,1772.6666666666667,62.87,RP3-395M20.8,True,5736.0,0.1840607210626186,0.5320913771261654,1.169154007537883,20276.838,91,False,91,0.42805377,0.3563125,91.36622390891841,451.16867,6.114055
TNFRSF14,1266.75,64.05999999999997,TNFRSF14,False,,1.094876660341556,4.273990820480396,1.0445053863185985,154849.05,419,False,419,2.048686,1.1147107,60.24667931688805,2159.3152,7.6780095
FAM213B,1652.0666666666666,64.59000000000002,FAM213B,True,7233.0,0.21157495256166983,0.5791251524964368,1.0867803876161417,23084.998,105,False,105,0.47871247,0.39117175,90.03795066413662,504.56293,6.2256727
TPRG1L,2301.5,52.22,TPRG1L,True,2875.0,0.4222011385199241,1.6192977144906293,1.3598129561712684,39944.355,182,False,182,0.86280936,0.62208575,82.73244781783681,909.40106,6.813885
WRAP73,1461.7,55.25,WRAP73,False,,0.22296015180265655,0.5038977818863972,0.8912963819205527,29213.322,135,False,135,0.590468,0.4640283,87.19165085388994,622.3533,6.4351134
TP73-AS1,2179.5714285714284,54.43,TP73-AS1,True,3098.0,0.12903225806451613,0.40688662194038516,1.3349762690006821,26519.014,65,False,65,0.31018052,0.27016494,93.83301707779886,326.93027,5.792801
LRRC47,1219.0,54.46,LRRC47,False,,0.24857685009487665,0.6504015814578761,1.0159659606326714,66888.305,138,False,138,0.6298472,0.4884863,86.90702087286527,663.859,6.499575
CEP104,1336.8181818181818,47.92000000000001,CEP104,False,,0.4696394686907021,1.4041106011378,1.0369356472545523,39744.094,221,False,221,1.0165085,0.70136756,79.03225806451613,1071.3999,6.9776545
DFFB,2036.1666666666667,51.659999999999975,DFFB,False,,0.20018975332068312,0.3938841045102903,0.7867262334023076,17395.57,136,False,136,0.59253967,0.46533,87.09677419354838,624.5368,6.43861
C1orf174,2560.6666666666665,49.32,C1orf174,False,,0.4639468690702087,1.2745773798904734,0.955305987179394,45565.168,237,False,237,1.0721486,0.728586,77.51423149905123,1130.0446,7.0308967
NPHP4,3325.8,49.94,NPHP4,True,2972.0,0.1698292220113852,0.5608742348147785,1.3499445388998395,15120.143,83,False,83,0.37392113,0.3176688,92.12523719165085,394.11285,5.9791713
KCNAB2,1612.1,56.049999999999976,KCNAB2,False,,1.9022770398481974,7.603926434097212,0.8353344865039112,213909.73,569,False,569,2.9062598,1.3625803,46.01518026565466,3063.1978,8.027541
RPL22,1003.75,50.61000000000001,RPL22,False,,22.20872865275142,512.9782333299091,0.942714401338169,4008889.8,801,False,801,5.854844,1.9249556,24.00379506641366,6171.006,8.727779
ICMT,1863.6,49.59,ICMT,True,1939.0,0.3519924098671727,1.4210928926298938,1.4823668165048947,32628.08,153,False,153,0.68491465,0.5217149,85.48387096774194,721.9,6.583271
ACOT7,1464.6363636363637,54.0,ACOT7,True,454.0,0.6660341555977229,4.235939242896865,2.0193426510046932,47611.84,186,False,186,0.8861173,0.63452035,82.35294117647058,933.9676,6.840512
TNFRSF25,1203.3,59.700000000000024,TNFRSF25,False,,0.24667931688804554,0.5050934260295418,0.7959852662937347,31511.727,156,False,156,0.70670795,0.53456634,85.19924098671727,744.8702,6.6145515
NOL9,1877.8,47.78,NOL9,False,,0.2884250474383302,0.6232846966559822,0.8206600980556742,23543.16,178,False,178,0.7819238,0.5776935,83.11195445920303,824.14764,6.7155623
ZBTB48,1423.25,57.77999999999999,ZBTB48,False,,0.2144212523719165,0.4668003769838052,0.862897001142239,19447.771,131,False,131,0.5851393,0.46067226,87.57115749525617,616.7368,6.4260626
KLHL21,2695.8,54.46,KLHL21,False,,0.2647058823529412,0.6468633037260492,0.9400243687027726,30873.871,154,False,154,0.7008856,0.531149,85.38899430740038,738.7334,6.60629
PHF13,2239.5,54.99,PHF13,True,7388.0,0.10056925996204934,0.24818581048815086,1.078483962333758,6614.182,67,False,67,0.2793279,0.24633487,93.64326375711575,294.4116,5.6883698
THAP3,1030.875,56.769999999999996,THAP3,False,,0.3368121442125237,0.8788525059872312,0.9653706354251778,37499.203,184,False,184,0.8279356,0.6031872,82.5426944971537,872.6441,6.772673
DNAJC11,1410.857142857143,46.600000000000016,DNAJC11,False,,0.5018975332068312,1.319559548844806,0.8983602142537771,48976.453,255,False,255,1.1641375,0.7720219,75.80645161290323,1227.0009,7.113143
CAMTA1,1567.2941176470588,48.0,CAMTA1,True,7257.0,0.7561669829222012,2.6878774117863418,1.085386256224559,60360.945,303,False,303,1.427711,0.8869488,71.25237191650854,1504.8074,7.3170843
VAMP3,1144.3333333333333,42.77,VAMP3,False,,0.7979127134724858,2.3646300170651746,0.8892877410726298,72633.66,349,False,349,1.6505622,0.97477174,66.88804554079697,1739.6925,7.4620385
PARK7,811.3,45.40999999999999,PARK7,True,2729.0,8.074003795066414,127.28986486608255,1.376172891671836,1786934.4,732,False,732,4.5778,1.7187943,30.55028462998103,4825.001,8.481773
RERE,2044.111111111111,41.89999999999999,RERE,False,,0.36622390891840606,0.8173196307288662,0.8137110325991895,52005.65,225,False,225,1.0223522,0.7042613,78.65275142314991,1077.5592,6.9833813
ENO1,1131.6666666666667,50.23,ENO1,True,151.0,14.08349146110057,694.2380368009716,2.876227310201733,2428719.5,791,False,791,5.216422,1.8271946,24.952561669829223,5498.109,8.612341
HMGN2P17,508.0,48.05,HMGN2P17,False,,1.2703984819734346,5.3636623291904675,1.0632705463928016,95595.445,444,False,444,2.127707,1.1403002,57.874762808349146,2242.6033,7.7158384
H6PD,5812.333333333333,52.29,H6PD,False,,0.41840607210626185,1.1742477893648011,0.9968556562580014,36450.02,222,False,222,1.0145749,0.7004082,78.93738140417457,1069.3619,6.9757524
SLC25A33,3854.0,45.5,SLC25A33,False,,0.12333965844402277,0.20889443912846853,0.7210036262510497,15478.263,88,False,88,0.37812272,0.32072222,91.65085388994308,398.54135,5.9903173
PIK3CD,2441.714285714286,51.32999999999999,PIK3CD,False,,2.5759013282732446,10.998507021593676,0.760067252167948,253457.1,635,False,635,3.380213,1.4770974,39.75332068311196,3562.7446,8.178567
CLSTN1,3598.5,47.37,CLSTN1,False,,0.7106261859582542,1.9076362646887655,0.8357842230322006,65473.91,354,False,354,1.6377873,0.9699404,66.41366223908918,1726.2279,7.454273
CTNNBIP1,1384.2,51.39,CTNNBIP1,True,6692.0,0.16318785578747627,0.4405809010489588,1.109117260000104,12634.476,98,False,98,0.4261748,0.35499588,90.70208728652752,449.18823,6.109666
LZIC,1121.5,43.88999999999999,LZIC,False,,0.47343453510436434,1.2162926562041072,0.8894866186159438,83158.055,247,False,247,1.1268353,0.7546351,76.56546489563567,1187.6844,7.0806026
NMNAT1,1538.4,46.13,NMNAT1,True,6532.0,0.10341555977229601,0.2656483418659257,1.118262312539418,6742.6978,59,False,59,0.25683343,0.2285954,94.40227703984819,270.70245,5.6047077
UBE4B,2103.3636363636365,44.12,UBE4B,False,,0.38235294117647056,0.9543321602145112,0.9028173098303018,43723.246,218,False,218,0.98900837,0.6876362,79.31688804554081,1042.4148,6.950254
KIF1B,4289.3,41.99,KIF1B,False,,0.2922201138519924,0.8072138698324648,1.0468949426663794,25618.936,159,False,159,0.7147429,0.5392631,84.91461100569259,753.339,6.6258416
RNU6-37P,107.0,45.79,RNU6-37P,False,,0.16793168880455409,0.21393740843456197,0.521476295782269,13390.207,146,False,146,0.60865796,0.47540027,86.14800759013282,641.5255,6.4654064
PGD,912.9166666666666,47.69,PGD,True,4829.0,0.7352941176470589,2.9203675772303317,1.2235232264627354,1082447.5,279,False,279,1.3459619,0.8526955,73.52941176470588,1418.6439,7.2581615
APITD1,894.4285714285714,47.92000000000001,APITD1,False,,0.08159392789373814,0.16237694416062531,0.8962430474717719,3953.1443,55,False,55,0.21423246,0.19411215,94.78178368121442,225.80101,5.424073
DFFA,2726.3333333333335,48.52,DFFA,True,2208.0,0.8159392789373814,3.9622908073255867,1.4464618529823572,84966.83,303,False,303,1.4454522,0.89423007,71.25237191650854,1523.5066,7.3294263
PEX14,1014.0,45.03,PEX14,False,,0.3026565464895636,0.7259758420416242,0.9039391400278024,148037.86,172,False,172,0.7671142,0.56934786,83.68121442125236,808.5384,6.696464
CASZ1,2272.222222222222,56.730000000000004,CASZ1,True,5775.0,0.13946869070208728,0.3879374192467169,1.165829468437386,14953.205,77,False,77,0.35325423,0.30251223,92.6944971537002,372.32996,5.9224625
TARDBP,1176.4,44.019999999999996,TARDBP,False,,1.7504743833017078,7.693613260026907,0.9569420528257562,167758.05,525,False,525,2.6641502,1.2985965,50.18975332068312,2808.0144,7.940589
RP4-635E18.8,870.0,42.99,RP4-635E18.8,False,,0.13092979127134724,0.3171241109255025,1.0235188673889324,12535.076,83,False,83,0.37295952,0.31696865,92.12523719165085,393.09933,5.976603
SRM,669.3333333333334,59.88,SRM,True,6117.0,0.2922201138519924,0.8812879439065382,1.1429633780946975,27873.857,149,False,149,0.6729604,0.51459473,85.86337760910816,709.3003,6.5656877
EXOSC10,1386.6666666666667,46.38,EXOSC10,False,,0.926944971537002,3.1636987301124004,0.9724814294079764,96580.45,379,False,379,1.7994536,1.0294243,64.04174573055028,1896.6241,7.548358
MTOR,2618.1428571428573,44.540000000000006,MTOR,False,,0.4648956356736243,1.1264968077112263,0.842230246948232,41418.215,259,False,259,1.1587363,0.769523,75.426944971537,1221.3081,7.108496
UBIAD1,1673.75,48.21,UBIAD1,False,,0.25521821631878555,0.6442035135899772,0.9762191199307804,18961.982,146,False,146,0.641045,0.49533322,86.14800759013282,675.6614,6.517171
FBXO44,1593.2222222222222,54.94,FBXO44,False,,0.3216318785578748,0.8356759669220138,0.9689200290089168,28247.193,193,False,193,0.86222637,0.62177277,81.6888045540797,908.78656,6.81321
FBXO6,1083.6666666666667,55.28,FBXO6,False,,0.3918406072106262,1.0856313667825348,0.9974025508206028,42703.51,208,False,208,0.9512657,0.66847825,80.26565464895636,1002.63403,6.9113827
MAD2L2,1042.111111111111,53.90999999999998,MAD2L2,True,6429.0,0.18216318785578747,0.5061962658420601,1.1254450710988568,16885.648,99,False,99,0.42156982,0.35176176,90.60721062618595,444.3346,6.098826
AGTRAP,911.0714285714286,54.37,AGTRAP,False,,0.7893738140417458,2.5215963786488818,0.9619673891918191,75104.16,331,False,331,1.5757294,0.9461327,68.59582542694498,1660.8187,7.415668
MTHFR,3424.222222222222,54.52999999999999,MTHFR,True,6457.0,0.34345351043643263,1.046220160704666,1.123221841814363,37436.25,179,False,179,0.82644683,0.60237247,83.01707779886148,871.07495,6.7708755
CLCN6,2392.777777777778,47.769999999999996,CLCN6,True,2588.0,0.14705882352941177,0.4921233450645219,1.3928074093047589,22079.527,89,False,89,0.39626673,0.33380204,91.55597722960151,417.66513,6.037071
RNU5E-1,120.0,40.0,RNU5E-1,False,,0.07210626185958255,0.12015187473758016,0.7633808360922237,5573.1587,54,False,54,0.22854322,0.2058291,94.87666034155598,240.88455,5.4884605
KIAA2013,2677.0,55.79,KIAA2013,False,,0.33111954459203036,0.8693630379272396,0.9742065215256597,30495.42,178,False,178,0.80797756,0.59220886,83.11195445920303,851.60834,6.7483
PLOD1,1326.4,53.540000000000006,PLOD1,True,5594.0,0.14705882352941177,0.4161499357577791,1.1777874789279532,10777.401,81,False,81,0.3556904,0.30431083,92.31499051233396,374.89767,5.929317
MFN2,1823.8333333333333,51.12,MFN2,False,,0.7020872865275142,1.856083008518176,0.8261457675757524,55719.14,332,False,332,1.5331589,0.9294671,68.50094876660341,1615.9495,7.3882966
MIIP,1151.375,55.62,MIIP,False,,0.16603415559772297,0.37411588107350313,0.9236550639369889,12775.35,103,False,103,0.44867674,0.37065053,90.22770398481974,472.90527,6.1610074
TNFRSF1B,2058.0,55.39,TNFRSF1B,False,,2.1546489563567364,10.290400968769093,0.9362951658106577,224618.78,564,False,564,2.9486043,1.3733622,46.489563567362424,3107.829,8.042002
VPS13D,4312.875,42.33,VPS13D,False,,0.7049335863377609,1.826433376401751,0.8086640869957523,79833.12,355,False,355,1.66876,0.98161393,66.31878557874764,1758.8729,7.4729967
PRDM2,2571.0714285714284,43.440000000000005,PRDM2,False,,0.9411764705882353,2.6632031730070986,0.801804023838015,225663.61,433,False,433,2.052928,1.1161011,58.91840607210626,2163.7861,7.680077
EFHD2,1659.0,56.77,EFHD2,False,,3.2656546489563567,21.623567614712478,1.0293982688618284,295615.2,592,False,592,3.2830653,1.454669,43.833017077798864,3460.3508,8.149414
CASP9,1473.8181818181818,48.699999999999996,CASP9,False,,0.1318785578747628,0.3273208741266933,1.0478740480252047,12770.437,79,False,79,0.3551048,0.30387878,92.50474383301707,374.28046,5.927674
DNAJC16,2576.3333333333335,44.67000000000001,DNAJC16,False,,0.1527514231499051,0.28338748420974896,0.7684398694279058,12388.685,108,False,108,0.4646898,0.38164347,89.75332068311197,489.78305,6.196002
AGMAT,2500.0,49.63,AGMAT,True,5558.0,0.1318785578747628,0.36910624924540186,1.1816443438876827,1014244.44,79,False,79,0.3543096,0.3032918,92.50474383301707,373.44232,5.925438
CHCHD2P6,454.5,60.82,CHCHD2P6,False,,0.24857685009487665,0.35600462039424663,0.556100394678909,17056.133,196,False,196,0.80673575,0.59152174,81.40417457305503,850.2995,6.746764
DDI2,2652.6666666666665,42.4,DDI2,False,,0.44212523719165087,1.2668277677765352,1.0063880475950342,48378.133,210,False,210,0.97632855,0.68124086,80.07590132827325,1029.0503,6.9373627
PLEKHM2,2423.0,52.0,PLEKHM2,False,,0.38235294117647056,1.0455002513826028,0.989064147401236,37489.645,192,False,192,0.883611,0.6331907,81.78368121442125,931.326,6.8376827
RP11-169K16.6,490.0,50.82,RP11-169K16.6,False,,0.0777988614800759,0.08321034506992751,0.48491411315641403,6447.218,77,False,77,0.3158828,0.27450776,92.6944971537002,332.94046,5.8109627
RP11-169K16.7,396.0,45.93,RP11-169K16.7,False,,1.0018975332068312,2.759730489015741,0.7626320548111114,75470.664,423,False,423,1.988735,1.0948502,59.867172675521815,2096.1267,7.6483235
RP11-169K16.8,441.0,55.63,RP11-169K16.8,False,,1.2504743833017078,3.728276128023105,0.7558633533317466,95158.23,519,False,519,2.4686873,1.2437762,50.75901328273245,2601.9963,7.8644185
RP11-169K16.9,2132.0,50.07,RP11-169K16.9,False,,0.2144212523719165,0.5807604909439195,1.0735563009941365,18938.836,113,False,113,0.50869215,0.41124314,89.27893738140418,536.1615,6.2862988
SPEN,3360.6,42.99,SPEN,False,,0.6318785578747628,1.3914234382292598,0.7098026281250454,58344.695,351,False,351,1.5901111,0.9517008,66.69829222011386,1675.9772,7.424748
ZBTB17,1111.8823529411766,51.22000000000002,ZBTB17,False,,0.21537001897533206,0.5661073178467236,1.0412727525578696,23592.738,124,False,124,0.5541259,0.44091326,88.23529411764706,584.0487,6.371695
ARHGEF19,1317.5,57.32999999999999,ARHGEF19,False,,0.1062618595825427,0.1824298876797298,0.7446408785280871,7874.7275,79,False,79,0.33069593,0.28570205,92.50474383301707,348.5535,5.8566566
FBXO42,2805.0,43.85,FBXO42,False,,0.31688804554079697,0.7940734974258051,0.9368860082289905,29891.416,181,False,181,0.80349505,0.58972645,82.82732447817837,846.8838,6.7427435
SZRD1,1503.8181818181818,48.100000000000016,SZRD1,False,,1.2352941176470589,4.235182392045129,0.8736313660375222,101104.58,461,False,461,2.2267158,1.1714648,56.2618595825427,2346.9585,7.7613015
SPATA21,1840.8,50.37,SPATA21,True,5388.0,0.09962049335863378,0.27021827938968973,1.1869863043632416,8790.178,60,False,60,0.27029285,0.23924746,94.30740037950665,284.88867,5.6556025
NECAP2,1339.3846153846155,49.399999999999984,NECAP2,False,,1.5094876660341556,5.5151045805694245,0.8529730738203641,177178.19,530,False,530,2.6422641,1.2926055,49.715370018975335,2784.9463,7.932343
RNU1-1,164.0,54.27,RNU1-1,False,,0.15180265654648956,0.2637336894136388,0.720179564185714,11654.255,115,False,115,0.4883187,0.3976471,89.08918406072107,514.6879,6.245502
NBPF1,2260.0,43.99,NBPF1,False,,0.17647058823529413,0.3088095637115243,0.7117557052536228,25648.744,137,False,137,0.6070034,0.4743712,87.00189753320683,639.78156,6.4626884
CROCCP2,2185.6666666666665,53.25,CROCCP2,False,,0.8851992409867173,2.5632565129718783,0.8387701111619006,79367.46,380,False,380,1.8094623,1.0329931,63.94686907020872,1907.1732,7.5539017
MST1P2,1983.6666666666667,60.21,MST1P2,True,6734.0,0.09108159392789374,0.22721383379194898,1.1057712963906248,8281.99,54,False,54,0.24551763,0.2195512,94.87666034155598,258.77557,5.5598183
RNU1-3,164.0,54.27,RNU1-3,False,,0.13282732447817835,0.23115306227260685,0.7340520156054628,15026.997,102,False,102,0.43993604,0.3645987,90.32258064516128,463.6926,6.141376
EIF1AXP1,435.0,38.62,EIF1AXP1,False,,0.21821631878557876,0.3663914973212877,0.6640155940393474,14414.615,161,False,161,0.6679589,0.5116007,84.7248576850095,704.0287,6.5582385
CROCC,1759.923076923077,49.13999999999999,CROCC,False,,0.21157495256166983,0.43857434527896344,0.8230241682754391,21664.604,130,False,130,0.59431255,0.46644264,87.66603415559773,626.40546,6.441593
ATP13A2,1533.0,57.23000000000001,ATP13A2,True,7380.0,0.19165085388994307,0.514042286338302,1.078671401333697,27743.742,107,False,107,0.48829445,0.3976308,89.8481973434535,514.66235,6.2454524
SDHB,701.75,43.51,SDHB,True,5881.0,1.926944971537002,10.770536336949982,1.1605225617610953,167045.95,515,False,515,2.6345234,1.290478,51.13851992409868,2776.7876,7.92941
RCC2,2300.0,51.68,RCC2,True,2441.0,1.6612903225806452,10.509098428453251,1.4123394525240884,124295.06,444,False,444,2.2241244,1.1706614,57.874762808349146,2344.227,7.7601376
IFFO2,2575.0,54.34,IFFO2,False,,0.21347248576850095,0.49474709468384337,0.9191410924511381,20604.99,128,False,128,0.57075685,0.45155758,87.85578747628084,601.5777,6.4012165
UBR4,4582.0,43.74,UBR4,False,,1.6840607210626186,5.95801730305208,0.7847754866346086,207042.3,557,False,557,2.8288937,1.3425759,47.15370018975332,2981.6538,8.000568
RP1-43E13.2,507.0,45.83,RP1-43E13.2,False,,0.11764705882352941,0.28244232165800803,1.0279508809250806,12721.443,74,False,74,0.3282913,0.28389338,92.97912713472486,346.019,5.8493795
EMC1,1995.357142857143,46.63,EMC1,True,5759.0,0.4127134724857685,1.3518230194384533,1.1666948321356698,31958.447,219,False,219,0.9748592,0.6804971,79.22201138519924,1027.5016,6.9358582
MRTO4,1100.6666666666667,53.49,MRTO4,True,1287.0,0.627134724857685,3.126746388289715,1.6104364086717267,58309.637,207,False,207,1.0006052,0.69344974,80.36053130929791,1054.638,6.9619007
AKR7A2,947.0,52.86999999999999,AKR7A2,False,,0.21062618595825428,0.42093161131744333,0.7939268990359404,15629.959,135,False,135,0.57348746,0.45329446,87.19165085388994,604.4558,6.4059815
CAPZB,1126.2727272727273,49.220000000000006,CAPZB,False,,2.9535104364326377,16.454626791438915,0.9179735636212165,327745.7,636,False,636,3.434081,1.4893204,39.658444022770404,3619.5215,8.194373
